Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial
Apoyo︱Conocimiento fuera de Suiza,,Knowledge exchange outside Switzerland,Revisar,https://prohelvetia.ch/en/find-support/knowledge-exchange-outside-switzerland/,Suiza,"September 1, 2025",Yes,Pro Helvetia,,,No,"Destinado a instituciones culturales, festivales o espacios artísticos establecidos con alcance internacional. Se ofrecen a partir de 50.000 francos suizos para gastos de viaje para especialistas, artistas, fotógrafos y arquitectos. Abierta a artistas latinoamericanos",,,Fondos,"Otras, Multidisciplinar","August 10, 2025 1:38 AM",,,No,No,,No,,
Beca︱Estudio Académico Alemania,,Study Visits for Academics - Artists and Architects,Revisar,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?origin=46&status=5&subjectGrps=&daad=&q=architect&page=1&detail=50110016#voraussetzungen,Alemania,"September 3, 2025",Yes,DAAD,,,No,"Destinado a profesores universitarios de arquitectura, bellas artes, cine, diseño, comunicación visual, artes escénicas, música. Deben impartir clases en un centro de enseñanza superior del país de origen. Se ofrecen pagos mensuales de 2.000 euros para profesores auxiliares, profesores adjuntos y profesores titulares, y 2.150 euros para catedráticos. ",,,Beca,"Otras, Visuales, Diseño","August 10, 2025 1:39 AM",,,No,No,,No,,
Convocatoria︱Estudios Postgrado Mediación Cultural,,Complemento Directo,Revisar,https://www.fondationcarasso.org/es/convocatorias/convocatorias/,,"September 11, 2025",Yes,Fondation Carasso,,,No,"Destinado a estudiantes de cualquier nacionalidad, que vayan a desarrollar sus estudios de postgrado en el ámbito de la mediación cultural durante el curso 2025-2026 en universidades o centros de estudios españoles. Los solicitantes deberán residir en el Estado español durante los estudios, y deberán estar preinscritos en los estudios solicitados en el momento de la solicitud. Se ofrecen 2.200 euros para gastos de matrícula, manutención o viajes durante el curso. La convocatoria cierra el 11 de Septiembre de 2025. ",,,Beca,"Otras, Multidisciplinar, Educación","August 10, 2025 1:39 AM",,,No,No,,No,,
Fondos︱Art Conservation Project,,Art Conservation Project,Revisar,https://about.bankofamerica.com/en/making-an-impact/art-conservation-project#acp,Estados Unidos,"September 12, 2025",Yes,Bank of America,,,No,"El Art Conservation Project de Bank of America está dirigido exclusivamente a museos y organizaciones culturales sin fines de lucro de cualquier país, incluyendo América Latina, que busquen fondos para la conservación de obras de arte significativas para el patrimonio cultural local o universal; no está abierto a artistas individuales. La oportunidad cubre disciplinas como pintura, escultura, obras sobre papel, manuscritos, fotografía, textiles, libros, piezas arqueológicas y arte aplicado o decorativo. No se requiere ningún pago de inscripción para participar. El monto destinado varía según el proyecto y el presupuesto presentado por cada institución, ya que las organizaciones deben detallar el financiamiento necesario en su propuesta; no existe una cifra fija por beneficiario. La convocatoria está abierta a propuestas internacionales y explícitamente ha apoyado proyectos en Chile y México en ediciones recientes.",,https://about.bankofamerica.com/en/making-an-impact/art-conservation-project#acp,Beca,"Visuales, ArtesPlásticas","August 10, 2025 1:39 AM",,,No,No,,No,,
Residencia︱Casa de Traductores Looren,,Sudamérica: ¿Qué estamos traduciendo?,Revisar,https://looren.net/en/programme/sudam%C3%A9rica-qu%C3%A9-estamos-traduciendo-am%C3%A9rica-do-sul-o-que-estamos-traduzindo,Suiza,"September 15, 2025",Yes,Looren,,,No,"Destinado a traductores literarios profesionales de Sudamérica con al menos un libro traducido y publicado. Se ofrece un pasaje aéreo a Suiza, estadía de un mes en la Casa de Traductores Looren (Suiza), pase de movilidad, 1.500 francos suizos de manutención. ",,,Residencia,"Literatura, Traducción","August 10, 2025 1:39 AM",,,No,No,,No,,
Concurso︱Skills in Action Photo Competition,Copenhagen Photo Festival - Solo Artists 2026 (https://www.notion.so/Copenhagen-Photo-Festival-Solo-Artists-2026-23c9dd874b3a817f8822d9554888ae0b?pvs=21),Skills in Action Photo Competition,Revisar,https://unevoc.unesco.org/home/Skills+in+Action+Photo+Competition+2025,Estados Unidos,"September 15, 2025",Yes,UNESCO,,,No,Destinado a fotógrafos aficionados o profesionales mayores de 18 años. Este premio es organizado por la UNESCO.,,,Premio,"Otras, Fotografía","August 10, 2025 1:39 AM",,,No,No,,No,,
Convocatoria︱Investigación Situada,"Convocatoria︱XII Biennal Internacional d’Ex-libris Contratalla (https://www.notion.so/Convocatoria-XII-Biennal-Internacional-d-Ex-libris-Contratalla-1959dd874b3a81128990e7ed11595c67?pvs=21), Convocatoria Recorridos Nocturnos John Akomfrah 2025 (https://www.notion.so/Convocatoria-Recorridos-Nocturnos-John-Akomfrah-2025-23c9dd874b3a818c9cb4e9b0d6be8009?pvs=21)",Convocatoria de proyectos de investigación situada,Revisar,https://www.medialab-matadero.es/convocatorias/convocatoria-de-proyectos-parael-programa-investigacion-situada-25-26,España,"September 17, 2025",Yes,Medialab Matadero,,,No,"Destinado a personas o colectivos que investigan en el terreno del diseño, el arte, la arquitectura, el urbanismo, la economía, el cine, la fotografía, el periodismo, los medios digitales, las ciencias medioambientales, la filosofía, la ingeniería, los estudios sociales, las ciencias políticas, la programación, la ciencia de materiales, el activismo o cualquier otro campo coherente con los objetivos fijados. Se ofrecen 14.950 euros, infraestructura material de Medialab Matadero, hasta un viaje de ida y vuelta para el participante. ",,,Convocatoria,"Otras, Multidisciplinar, Investigación","August 10, 2025 1:39 AM",,,No,No,,No,,
Fondos︱Presentaciones Holandesas en el Extranjero,,Grant for Dutch Presentations Abroad,Revisar,https://fondspodiumkunsten.nl/en/grants/internationalisation/grant_for_dutch_presentations_abroad/,Países Bajos,"September 17, 2025",Yes,Fondspodiumkunsten,,,No,"Destinado a una sala o festival con sede fuera de los Países Bajos, que tenga un programa internacional importante. Se ofrecen máximo 25.000 euros por producción, o máximo 75.000 euros en caso de varias producciones. Abierta a artistas latinoamericanos",,,Fondos,"Otras, Multidisciplinar","August 10, 2025 1:39 AM",,,No,No,,No,,
Beca︱Graduate Study USA,"Becas de la Fundación Heinrich Böll para graduados y estudiantes de doctorado en Alemania (https://www.notion.so/Becas-de-la-Fundaci-n-Heinrich-B-ll-para-graduados-y-estudiantes-de-doctorado-en-Alemania-2369dd874b3a81ee8110e47456e4226e?pvs=21), Artist Residency Opportunity in Mexico City – Estudio Chapulín (https://www.notion.so/Artist-Residency-Opportunity-in-Mexico-City-Estudio-Chapul-n-23d9dd874b3a81a3a2fccf0a57dacf62?pvs=21)",Graduate Study in the USA Scholarship,Revisar,https://www.educations.com/scholarships/graduate-study-in-the-usa-scholarship2024?utm_source=ByC&utm_medium=Article%2Fnewsletter&utm_campaign=Chan,Estados Unidos,"September 23, 2025",Yes,Graduate Study in the USA,,,No,"Destinado a estudiantes internacionales de cualquier país fuera de los Estados Unidos, que vayan a cursar un máster en el extranjero en una universidad de Estados Unidos. Se ofrecen hasta 5.000 USD. ",,,Beca,"Otras, Multidisciplinar","August 10, 2025 1:39 AM",,,No,No,,No,,
Convocatoria︱Convening Grants,,Convening Grants,Revisar,https://www.terraamericanart.org/what-we-offer/grant-fellowship-opportunities/convening-grants/,Estados Unidos,"September 29, 2025",Yes,Convening Grants,,,No,"Convening Grants de la Terra Foundation for American Art está dirigida exclusivamente a instituciones (no a individuos), tanto dentro como fuera de Estados Unidos, que deseen organizar talleres, simposios o coloquios enfocados en las artes visuales, especialmente sobre arte estadounidense y arte indígena de Norteamérica, con énfasis en enfoques innovadores y colaborativos que amplíen la comprensión de estas prácticas. No se requiere ningún pago de inscripción para participar. El monto de la subvención para cada proyecto seleccionado varía entre 10,000 y 25,000 dólares, de los cuales hasta 5,000 pueden destinarse a publicaciones resultantes; el financiamiento está disponible para encuentros presenciales, virtuales o híbridos. La convocatoria está abierta a organizaciones internacionales que cuenten con estatus legal equivalente a una entidad sin fines de lucro estadounidense, lo que incluye instituciones de Latinoamérica siempre que cumplan con este requisito; no está abierta a postulaciones individuales ni a colectivos sin personería jurídica.",,https://www.terraamericanart.org/what-we-offer/grant-fellowship-opportunities/convening-grants/,Fondos,"Otras, Multidisciplinar","August 10, 2025 1:39 AM",,,No,No,,No,,
Premio︱César Simón,"Premio | XLVI Premio Internacional Afundación de Periodismo Julio Camba  (https://www.notion.so/Premio-XLVI-Premio-Internacional-Afundaci-n-de-Periodismo-Julio-Camba-20f9dd874b3a81ac8e9cf6de0b48ec73?pvs=21), Premio Internacional de Poesía Gonzalo de Berceo (https://www.notion.so/Premio-Internacional-de-Poes-a-Gonzalo-de-Berceo-2329dd874b3a8147a367d9f24dd08a90?pvs=21), International Student Film and Video Festival (https://www.notion.so/International-Student-Film-and-Video-Festival-23d9dd874b3a812f8411df87c192c23b?pvs=21)",Dirección General de Cooperación Cultural,Revisar,https://www.uv.es/uvweb/cultura/es/actividades-convocatorias/premios-convocatorias/premio-poesia-cesar-simon-1286273798831.html,España,"September 30, 2025",Yes,Premio César Simón,,,No,"Destinado a autores mayores de 18 años, de cualquier nacionalidad. Se ofrece un premio de 2.500 euros. Premio de Poesía “César Simón” Abierta a escritores latinoamericanos.",,,Premio,"Literatura, Poesía","August 10, 2025 1:40 AM",,,No,No,,No,,
Convocatoria︱WAYS,Berlinale Talents ya tiene abierta su convocatoria 2026 (https://www.notion.so/Berlinale-Talents-ya-tiene-abierta-su-convocatoria-2026-22f9dd874b3a8134bacbd3344a18584d?pvs=21),Convocatoria WAYS,Revisar,https://www.kulturstiftung-des-bundes.de/en/programmes_projects/sustainability_and_future/detail/ways.html?fbclid=PAY2xjawLiDPtleHRuA2FlbQIxMQABp9B_83BrdBfdqpDXyNqTwkMYlcs2-LnDtchKMU3WjRsbxF3iAomUqI6M0e8t_aem_yksFKlZ6PmIpoU2MLIhbHQ,Alemania,"October 1, 2025",Yes,Kulturstiftung des Bundes,,,No,"Destinado a instituciones culturales y grupos de artistas independientes con sede en Alemania o en un país no europeo, especialmente en África, América Latina y el Caribe, Oriente Medio, Oceanía, Asia Central, Meridional y Sudeste Asiático. No pueden presentarse organizaciones que se dediquen exclusivamente a la educación, la formación y la investigación académica, ni tampoco asociaciones culturales, artistas individuales e investigadores. Se ofrecen hasta 27.000 euros por proyecto. Abierta a artistas e instituciones latinoamericanas",,,Convocatoria,"Otras, Multidisciplinar","August 10, 2025 1:40 AM",,,No,No,,No,,
Convocatoria︱Certamen Int. Teatro Ciudad de Requena,"III Bienal Internacional de Arte de Río Negro – BI... (https://www.notion.so/III-Bienal-Internacional-de-Arte-de-R-o-Negro-BI-23d9dd874b3a81a5980ede7d398903de?pvs=21), Apoyo | Apoyos a la internacionalización de las artes escénicas INAE (https://www.notion.so/Apoyo-Apoyos-a-la-internacionalizaci-n-de-las-artes-esc-nicas-INAE-1e69dd874b3a8073b744d08549a58c76?pvs=21)",Certamen Internacional de Teatro “Ciudad de Requena” Fundación Ciudad de Requena,Revisar,https://arrabalteatro.org/convocado-el-xxi-certamen-internacional-de-teatro-ciudad-de-requena-edicion-2025/,España,"October 1, 2025",Yes,Fundación Ciudad de Requena,,,No,"Dirigido a autores teatrales de cualquier nacionalidad, el Certamen Internacional de Teatro “Ciudad de Requena” Fundación Ciudad de Requena invita a presentar obras inéditas en castellano de temática libre, con una extensión entre 20 y 60 páginas. La disciplina involucrada es exclusivamente teatro escrito. No se requiere pago de inscripción para participar y el certamen otorga un premio de 6.000 euros y trofeo al ganador. La convocatoria está abierta sin restricciones, permitiendo la participación de artistas de Latinoamérica.",,https://arrabalteatro.org/convocado-el-xxi-certamen-internacional-de-teatro-ciudad-de-requena-edicion-2025/,Convocatoria,"Escénicas, Teatro","August 10, 2025 1:40 AM",,,No,No,,No,,
Fondos︱Exposición Arte Danés,"Organización de muestras, ferias y encuentros – Fondart Nacional 2026 (https://www.notion.so/Organizaci-n-de-muestras-ferias-y-encuentros-Fondart-Nacional-2026-2369dd874b3a8145a715d5d0750ee953?pvs=21)",Exhibition of Danish Art Abroad,Revisar,https://www.kunst.dk/english/funding-programmes/exhibition-of-danish-art-abroad,Dinamarca,"October 7, 2025",Yes,Exhibición de Arte Danés en el Extranjero,,,No,"Destinado a museos internacionales, galerías de arte, bienales, galerías privadas, pequeñas salas de exposiciones y comisarios independientes, que vayan a exponer arte contemporáneo danés. Se ofrecen entre 25.000 y 75.000 coronas danesas. ",,,Fondos,"Visuales, Curaduría","August 10, 2025 1:41 AM",,,No,No,,No,,
Fondos︱Programa Investigación Curatorial,"Artist Residency Opportunity in Mexico City – Estudio Chapulín (https://www.notion.so/Artist-Residency-Opportunity-in-Mexico-City-Estudio-Chapul-n-23d9dd874b3a81a3a2fccf0a57dacf62?pvs=21), Curadora, residencia de artistas en Santa Fe, Argentina (https://www.notion.so/Curadora-residencia-de-artistas-en-Santa-Fe-Argentina-2329dd874b3a811ba17cf0cca725c33d?pvs=21)",Curatorial Research Programme,Revisar,https://www.kunst.dk/english/funding-programmes/visual-arts-international-research-programme,Dinamarca,"October 7, 2025",Yes,Kunst,,,No,"Destinado a curadores, directores de espacios expositivos, críticas de arte y mediadores de arte que trabajan con arte contemporáneo, daneses o de otro lado del mundo. Los candidatos ya deben tener contactos con la escena artística danesa, o desear desarrollar un proyecto que involucre a artistas o instituciones danesas específicas. Se ofrecen hasta 15.000 coronas danesas para viaje de ida y vuelta a Dinamarca y gastos de alojamiento. ",,,Fondos,"Visuales, Curaduría","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Knight-Hennessy Scholars Para Stanford University,,Knight-Hennessy Scholars,Revisar,https://knight-hennessy.stanford.edu/admission/before-you-apply/eligibility,Estados Unidos,"October 8, 2025",Yes,Knight-Hennessy,,,No,"Destinado a ciudadanos y residentes de todos los países, sin restricción de edad, universidad, campo de estudio o aspiración profesional. El candidato debe, además de solicitar la beca, solicitar, ser aceptado y matricularse en un programa de posgrado a tiempo completo de la Universidad de Stanford. Además, debe haber obtenido su licenciatura en 2019 o después. ",,,Beca,"Otras, Multidisciplinar","August 10, 2025 1:41 AM",,,No,No,,No,,
Premio︱Fernando Rielo Poesía Mística,"III PREMIO INTERNACIONAL DE POESÍA JOVELLANOS, EL MEJOR POEMA DEL MUNDO (España) (https://www.notion.so/III-PREMIO-INTERNACIONAL-DE-POES-A-JOVELLANOS-EL-MEJOR-POEMA-DEL-MUNDO-Espa-a-20f9dd874b3a814ebc71df74d267a883?pvs=21), Premio | Concurso Manga 2025 (https://www.notion.so/Premio-Concurso-Manga-2025-1e29dd874b3a81b1b608e86b71393b6f?pvs=21)",Premio Mundial Fernando Rielo de Poesía Mística,Revisar,https://www.escritores.org/recursos-para-escritores/40290-xlv-premio-mundial-fernando-rielo-de-poesia-mistica,España,"October 15, 2025",Yes,Premio Mundial Fernando Rielo,,,No,"La Fundación Fernando Rielo convoca y patrocina el XLV Premio Mundial de Poesía Mística a autores individuales. Se ofrecen 7.000 euros. ",,,Premio,"Literatura, Poesía","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Theodore Rousseau,"Beca︱AIAS-AUFF para investigadores  (https://www.notion.so/Beca-AIAS-AUFF-para-investigadores-1489dd874b3a8177a448c7485f426498?pvs=21), HBK Braunschweig: 2026–2027 Projects Fellowship for Curators (Germany) (https://www.notion.so/HBK-Braunschweig-2026-2027-Projects-Fellowship-for-Curators-Germany-2289dd874b3a816497bef303264da48b?pvs=21)",Beca en Historia del Arte y Cultura Visual: Beca Theodore Rousseau The Met,Revisar,https://www.metmuseum.org/opportunities/fellowships/theodore-rousseau-fellowship,EEUU,"October 17, 2025",Yes,The Met,,,No,"Destinado a académicos estadounidenses e internacionales. Pueden postularse tanto candidatos a doctorado como investigadores postdoctorales senior. Las becas junior se otorgan a solicitantes que estén trabajando en su doctorado en la fecha límite de solicitud, y las becas sénior, a quienes posean un doctorado o sean académicos de reconocida trayectoria. Se ofrecen: Abierta a investigadores latinoamericanos",,,Beca,"Visuales, Historia, Cultura","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Leonard A. Lauder Arte Moderno,"Beca︱AIAS-AUFF para investigadores  (https://www.notion.so/Beca-AIAS-AUFF-para-investigadores-1489dd874b3a8177a448c7485f426498?pvs=21), 2026–2027 QM-Jerome Foundation Fellowship For Emerging Artists (https://www.notion.so/2026-2027-QM-Jerome-Foundation-Fellowship-For-Emerging-Artists-2319dd874b3a810fac5cf3664a646d85?pvs=21)",Beca Leonard A. Lauder de Arte Moderno,Revisar,https://www.metmuseum.org/opportunities/fellowships/leonard-a-lauder-fellowships-in-modern-art,EEUU,"October 17, 2025",Yes,Leonard A. Lauder,,,No,"Destinado a académicos estadounidenses e internacionales, dedicados a la investigación en historia del arte y otras disciplinas humanísticas como historia, antropología, filosofía y literatura comparada, siempre que se centren en las artes visuales. Los estudiantes de posgrado que estén realizando una tesis doctoral deben solicitar la beca predoctoral, mientras que los estudiantes con doctorado recibido en los últimos siete años deben solicitar la beca postdoctoral. ",,,Beca,"Visuales, Historia, Antropología","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Eugene V. Thaw para Catalogación Colecciones The Met,"Beca︱AIAS-AUFF para investigadores  (https://www.notion.so/Beca-AIAS-AUFF-para-investigadores-1489dd874b3a8177a448c7485f426498?pvs=21), HBK Braunschweig: 2026–2027 Projects Fellowship for Curators (Germany) (https://www.notion.so/HBK-Braunschweig-2026-2027-Projects-Fellowship-for-Curators-Germany-2289dd874b3a816497bef303264da48b?pvs=21)",Beca Eugene V. Thaw para la Catalogación de Colecciones The Met,Revisar,https://www.metmuseum.org/opportunities/fellowships/eugene-v-thaw-fellowship-for-collections-cataloguing,EEUU,"October 17, 2025",Yes,The Met,,,No,"Destinado a académicos estadounidenses e internacionales. Los candidatos elegibles deben poseer una maestría al momento de la solicitud y/o estar cursando un doctorado. Es esencial tener conocimientos básicos de idiomas relacionados con el área. Se ofrece un salario anual de 47.000 USD, prestaciones complementarias, y un estipendio de hasta 2.000 USD para viajes o proyectos directamente relacionados con la investigación de colecciones.",,,Beca,"Otras, Investigación","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Interdisciplinary Fellowship,"Beca︱AIAS-AUFF para investigadores  (https://www.notion.so/Beca-AIAS-AUFF-para-investigadores-1489dd874b3a8177a448c7485f426498?pvs=21), Programa de becas Complemento Directo 2025 (https://www.notion.so/Programa-de-becas-Complemento-Directo-2025-23d9dd874b3a813d9112c048163f090b?pvs=21)",Beca Interdisciplinar,Revisar,https://www.metmuseum.org/opportunities/fellowships/interdisciplinary-fellowship,EEUU,"October 17, 2025",Yes,Interdisciplinary Fellowship,,,No,"Destinado a académicos estadounidenses e internacionales. Pueden provenir de una amplia gama de campos, incluidos la antropología, la arqueología, la teoría crítica, la educación, los estudios étnicos, los estudios cinematográficos, los estudios de género, la historia, la lingüística, la literatura, los estudios de medios, la medicina, la musicología, la performance, la filosofía, la ciencia política, la psicología, los estudios religiosos y la sociología. Deben poseer un título de posgrado de nivel de maestría o superior. Las becas junior se otorgan a quienes estén cursando su doctorado en la fecha límite de solicitud, y las becas senior, a quienes posean un doctorado en la fecha límite de solicitud o sean académicos bien establecidos. ",,,Beca,"Otras, Multidisciplinar, CienciasSociales","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Fundación Slifka,"Beca︱AIAS-AUFF para investigadores  (https://www.notion.so/Beca-AIAS-AUFF-para-investigadores-1489dd874b3a8177a448c7485f426498?pvs=21), 2026–2027 QM-Jerome Foundation Fellowship For Emerging Artists (https://www.notion.so/2026-2027-QM-Jerome-Foundation-Fellowship-For-Emerging-Artists-2319dd874b3a810fac5cf3664a646d85?pvs=21)",Beca interdisciplinaria de la Fundación Slifka,Revisar,https://www.metmuseum.org/opportunities/fellowships/fellowship-in-history-of-art-and-visual-culture,EEUU,"October 17, 2025",Yes,Fellowship in History of Art and Visual Culture,,,No,"Destinado a académicos estadounidenses e internacionales. Becarios predoctorales o posdoctorales. El candidato ideal deberá tener conocimientos prácticos de francés y al menos un idioma europeo adicional, especialización en escultura de finales de la Edad Media o principios de la Edad Moderna, experiencia con bases de datos y un compromiso con el trabajo en estrecha colaboración con objetos originales. Las becas junior se otorgan a quienes estén cursando su doctorado en la fecha límite de solicitud; las becas senior se otorgan a los solicitantes que poseen un doctorado en la fecha límite de solicitud o son académicos bien establecidos.",,,Beca,"Visuales, Escultura","August 10, 2025 1:41 AM",,,No,No,,No,,
Premio︱La Herradura “Paulino Álvarez”,"Premio | XLVI Premio Internacional Afundación de Periodismo Julio Camba  (https://www.notion.so/Premio-XLVI-Premio-Internacional-Afundaci-n-de-Periodismo-Julio-Camba-20f9dd874b3a81ac8e9cf6de0b48ec73?pvs=21), Premio Internacional de Poesía Gonzalo de Berceo (https://www.notion.so/Premio-Internacional-de-Poes-a-Gonzalo-de-Berceo-2329dd874b3a8147a367d9f24dd08a90?pvs=21), III Bienal Internacional de Arte de Río Negro – BI... (https://www.notion.so/III-Bienal-Internacional-de-Arte-de-R-o-Negro-BI-23d9dd874b3a81a5980ede7d398903de?pvs=21)",Premio Internacional de Poesía La Herradura “Paulino Álvarez” Tenencia Alcaldía de La Herradura,Revisar,https://www.finalescerrados.com/p/cl-iv-premio-internacional-de-poesia-la.html,España,"October 24, 2025",Yes,Premio Internacional de Poesía La Herradura,,,No,Destinado a autores mayores de 18 años sin restricciones de nacionalidad o residencia. Se ofrece un premio de 2.500 euros. Abierta a escritores latinoamericanos,,,Premio,"Literatura, Poesía","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Magíster Chile,"Becas de circulación nacional e internacional (https://www.notion.so/Becas-de-circulaci-n-nacional-e-internacional-2079dd874b3a81fd9fa6fa89ebfd77a6?pvs=21), Programa de Apoyo para la Participación en Mercados Internacionales – IDFA (https://www.notion.so/Programa-de-Apoyo-para-la-Participaci-n-en-Mercados-Internacionales-IDFA-23d9dd874b3a81f9a35dcedb6d262122?pvs=21), Institut français x Cité internationale des arts Residencies 2026–2027 (France) (https://www.notion.so/Institut-fran-ais-x-Cit-internationale-des-arts-Residencies-2026-2027-France-22f9dd874b3a8121aaf3fed9305689ec?pvs=21)","Programa de Becas de Cooperación Sur Sur ",Revisar,https://www.agcid.gob.cl/becas/becas-para-extranjeros/ofertas-vigentes,Chile,"October 30, 2025",Yes,AGCID,,,No,"El Programa de Becas de Cooperación Sur Sur - República de Chile de la Agencia Chilena de Cooperación Internacional para el Desarrollo (AGCID) está dirigido a profesionales latinoamericanos y del Caribe que deseen cursar estudios de magíster en universidades o instituciones chilenas de educación superior acreditadas, en diversas áreas del conocimiento, incluyendo disciplinas artísticas si están contempladas en la oferta académica; no requiere pago de inscripción para postular; la beca cubre el costo total del arancel del programa, un estipendio mensual para manutención, seguro médico y pasajes de ida y regreso, aunque los montos específicos pueden variar según convocatoria y no están detallados en la información pública disponible; la convocatoria está abierta exclusivamente a nacionales de países latinoamericanos y del Caribe mencionados en la base, y los estudios deben iniciarse entre el 1 de marzo y el 30 de septiembre de 2026.",,https://www.agcid.gob.cl/becas/becas-para-extranjeros/ofertas-vigentes,Beca,"Otras, Multidisciplinar, Educación","August 10, 2025 1:41 AM",,,No,No,,No,,
Fondos︱Fondo Cooperación Triangular,"Programa de Apoyo para la Participación en Mercados Internacionales – MIPCancún (https://www.notion.so/Programa-de-Apoyo-para-la-Participaci-n-en-Mercados-Internacionales-MIPCanc-n-23d9dd874b3a81e48392ee7aefaa6b08?pvs=21), Programa de Apoyo para la Participación en Mercados Internacionales – IDFA (https://www.notion.so/Programa-de-Apoyo-para-la-Participaci-n-en-Mercados-Internacionales-IDFA-23d9dd874b3a81f9a35dcedb6d262122?pvs=21), Apoyo | Apoyos a la internacionalización de las artes escénicas INAE (https://www.notion.so/Apoyo-Apoyos-a-la-internacionalizaci-n-de-las-artes-esc-nicas-INAE-1e69dd874b3a8073b744d08549a58c76?pvs=21)",Fondo Regional para la Cooperación Triangular con socios de América Latina y el Caribe,Revisar,https://fondo-cooperacion-triangular.net/calls-for-proposals/?lang=en,Alemania,"October 31, 2025",Yes,Cooperación Triangular,,,No,"Dirigida a instituciones públicas y entidades de América Latina y el Caribe interesadas en desarrollar proyectos de cooperación técnica que fortalezcan políticas públicas mediante alianzas triangulares con Alemania y otro país beneficiario, el Fondo Regional para la Cooperación Triangular con socios de América Latina y el Caribe ofrece hasta 300.000 euros de aporte por parte de Alemania; los socios participantes deben igualar o superar este monto con contribuciones propias, que pueden ser en especie o financieras. La convocatoria no requiere pago de inscripción para participar y está abierta a proyectos de cualquier disciplina, incluyendo las artísticas, siempre que estén alineados con los objetivos de cooperación y desarrollo del país beneficiario. Las propuestas se presentan semestralmente a través de las embajadas alemanas y son evaluadas por el BMZ según criterios establecidos; la convocatoria está abierta para actores de Latinoamérica y el Caribe, pero no contempla estipendios directos para artistas individuales, sino financiamiento para proyectos colaborativos entre instituciones.",,https://fondo-cooperacion-triangular.net/calls-for-proposals/?lang=en,Fondos,"Otras, Multidisciplinar, Cooperación","August 10, 2025 1:41 AM",,,No,No,,No,,
Beca︱Universidad Melbourne,"Becas de la Fundación Heinrich Böll para graduados y estudiantes de doctorado en Alemania (https://www.notion.so/Becas-de-la-Fundaci-n-Heinrich-B-ll-para-graduados-y-estudiantes-de-doctorado-en-Alemania-2369dd874b3a81ee8110e47456e4226e?pvs=21), Beca Violeta para voluntariado de investigación y creación artística en las Islas Galápagos (https://www.notion.so/Beca-Violeta-para-voluntariado-de-investigaci-n-y-creaci-n-art-stica-en-las-Islas-Gal-pagos-2329dd874b3a81b88f46e89e7c58e892?pvs=21)",Becas de investigación de posgrado,Revisar,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,Australia,"October 31, 2025",Yes,Graduate Research Scholarships,,,No,"Destinado a estudiantes internacionales inscriptos o que hayan solicitado inscripción para un programa de investigación de posgrado en la Universidad de Melbourne. Serán evaluados según su rendimiento académico y su potencial de investigación en su campo de estudio. Se ofrece una compensación total del pago de la matrícula durante hasta dos años para maestría, y cuatro años para doctorado; subsidio de manutención de 38.500 dólares australianos anuales por hasta dos años para maestría, y 3,5 años para doctorado; subvención de reubicación de 3.000 dólares australianos para estudiantes que se mudan de fuera de Australia; cobertura de salud para estudiantes extranjeros. ",,,Beca,"Otras, Investigación","August 10, 2025 1:42 AM",,,No,No,,No,,
Premio︱No Ficción Libros del Asteroide,"PREMIO ENSAYO-INVESTIGACIÓN VICENTE MANUEL SANZ GÓMEZ 2026 (España) (https://www.notion.so/PREMIO-ENSAYO-INVESTIGACI-N-VICENTE-MANUEL-SANZ-G-MEZ-2026-Espa-a-20f9dd874b3a81e78c16c2618d2e0801?pvs=21), Premio | Concurso Manga 2025 (https://www.notion.so/Premio-Concurso-Manga-2025-1e29dd874b3a81b1b608e86b71393b6f?pvs=21)",Premio de No Ficción Libros del Asteroide,Revisar,https://www.librosdelasteroide.com/actualidad-asteroide/321/abierta-la-convocatoria-del-iv-premio-de-no-ficcion-libros-del-asteroide#,España,"November 10, 2025",Yes,Libros del Asteroide,,,No,Destinado a autores de cualquier nacionalidad. Se ofrece un premio de 10.000 euros. Abierta a artistas latinoamericanos,,,Premio,"Literatura, NoFicción","August 10, 2025 1:42 AM",,,No,No,,No,,
