Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion
Convocatoria | Sitges FanPitch,Convocatoria | Sitges FanPitch,,https://festhome.com/festival/7361,España,"June 30, 2025",Yes,Sitges,,No,"Dirigido a guionistas y productores con proyectos de largometraje o serie de género fantástico en desarrollo; requiere pago de inscripción. Se seleccionarán hasta cinco series y siete largometrajes de todo el mundo, cuyos creadores podrán presentar sus propuestas a productoras. Los premios para largometrajes incluyen becas de viaje a mercados y residencias internacionales, y la serie ganadora recibirá 2.500 euros. El evento será en formato híbrido el 12 y 13 de octubre de 2025 en el Festival de Cine de Sitges, e incluirá mentorías en el Showrunners LAB para las series seleccionadas.",,https://sitgesfilmfestival.com/en/sitges-industry/2025/fanlab/fanpitch,Convocatoria,"Cine, Series, Largometraje","May 31, 2025 10:26 PM",,,No,No,,No,,,No,,,Pago
Convocatoria | Bergamasca Archivo Hamaca,Convocatoria | Bergamasca Archivo Hamaca,,https://hipermedula.org/2025/05/convocatoria-bergamasca/,España,"June 12, 2025",Yes,HAMACA - La Madraza Centro de Cultura Contemporánea de la Universidad de Granada,,No,"Destinada a artistas que quieran formar parte del archivo Hamaca, para la recepción de vídeos que reflexionen en torno a experiencias de lenguaje, memoria histórica y culturas menores/populares, al hilo de los mundos perdidos e imaginados de José Bergamín. Las piezas seleccionadas serán catalogadas, difundidas y distribuidas a nivel estatal e internacional por Hamaca de manera no exclusiva, pudiendo formar parte de los programas Hamaca Proyecta y Hamaca Aprende de investigación o formación. Está dirigida a artistas que trabajen con videoarte, quienes deben enviar de 1 a 3 videos mediante formulario online; no requiere pago para participar y está abierta a artistas de cualquier país, incluyendo Latinoamérica.",,https://hamacaonline.net/blog/convocatoria-bergamasca/,Convocatoria,"Visuales, Cine, Videoarte","May 31, 2025 10:27 PM",,,No,No,,No,,,No,,,
Premio | Premio Fundación Santander a las Artes Visuales 2025,Premio | Premio Fundación Santander a las Artes Visuales 2025,,https://www.recursosculturales.com/premio-fundacion-santander-artes-visuales/,Argentina,"July 27, 2025",Yes,Fundación Santander,,No,Dirigido a curadores y artistas individuales y/o colectivos mayores de edad que residan en Argentina. La disciplina artística involucrada es artes visuales para desarrollar un proyecto expositivo. El proyecto que resulte ganador será galardonado con un premio del monto equivalente en pesos argentinos a USD 50.000 para desarrollar su propuesta y exhibirla durante el año 2026 en la sala de exposiciones de Fundación Santander Argentina. Está abierto a personas de cualquier nacionalidad siempre que residan en Argentina y cuenten con la documentación correspondiente.,,http://app.santanderopenacademy.com/program/premio-fsav,Premio,Visuales,"May 31, 2025 10:27 PM",,,No,No,,No,,,No,,,
Convocatoria | Festival Audiovisual de Bariloche FAB 2025,Convocatoria | Festival Audiovisual de Bariloche FAB 2025,Destacar,https://www.recursosculturales.com/fab-festival-audiovisual-de-bariloche/,Argentina,"July 1, 2025",Yes,Secretaria de Cultura de Río Negro,,No,"Dirigido a toda la comunidad del quehacer audiovisual argentino y latinoamericano a participar de este encuentro que tendrá lugar en la ciudad de San Carlos de Bariloche del 29 de septiembre al 5 de octubre de 2025. Podrán participar del Festival todas aquellas obras realizadas a partir del 1 de enero de 2023 inclusive, que no hayan participado de las ediciones anteriores del FAB, a excepción de aquellos proyectos que habiéndose presentado en la sección Proyecto en Construcción, ahora lo realicen en otra sección. El Festival incluirá secciones competitivas y no competitivas. La inscripción en todas las categorías es gratuita.",,https://festivalfab.com.ar,Convocatoria,"Cine, Largometrajes, Cortometrajes, Videoclips, Videodanza","May 31, 2025 10:27 PM",,,No,No,,No,,,No,,,Sin cargo
Convocatoria | Festival Internacional de Teatro para la Infancia y la Juventud Guaguas de Maíz – FITIJ,Convocatoria | Festival Internacional de Teatro para la Infancia y la Juventud Guaguas de Maíz – FITIJ,,https://www.recursosculturales.com/fitij-festival-teatro-infancia-juventud/,Ecuador,"June 15, 2025",Yes,Fundación Cactus Azul Arte Escénico,,No,"Dirigido a agrupaciones profesionales de teatro, nacionales e internacionales, que produzcan espectáculos para público infantil, juvenil o familiar. No requiere pago para participar. Disciplina: artes escénicas (teatro). Abierto a artistas de Latinoamérica.",,https://fundacioncactusazul.org/FITIJ/guaguas-2/,Convocatoria,"Escénicas, Teatro, Infantil, Juvenil","May 31, 2025 10:27 PM",,,No,No,,No,,,No,,,
"Fondos | Movilidad internacional para actividad en el quehacer teatral ","Fondos | Movilidad internacional para actividad en el quehacer teatral ",Destacar,https://www.recursosculturales.com/circulacion-internacional-de-obra-instituto-nacional-del-teatro/,Argentina,"June 20, 2025",Yes,Instituto Nacional del Teatro,,No,"Destinada a personas argentinas con trayectoria en el quehacer teatral, buscando apoyar su movilidad internacional. Esta iniciativa se enfoca en brindar aportes monetarios para pasajes (aéreos o terrestres) que cubren hasta el 75% del costo, con el objetivo de facilitar la participación en actividades de formación, gestión, investigación o artísticas en el exterior. Es fundamental que los solicitantes estén registrados en el INTdigital, no presenten inhabilitaciones, y cuenten con una organización o institución receptora en el extranjero. Las actividades apoyadas deben realizarse entre agosto de 2025 y agosto de 2026. Monto maximo hasta $2.000.000.",,https://inteatro.ar/convocatorias/movilidad-internacional/,Fondos,Escénicas,"May 31, 2025 10:28 PM",,,No,No,,No,,,No,,,
Premio | 40° Premio BMW de Pintura,Premio | 40° Premio BMW de Pintura y de Arte Digital,,https://www.recursosculturales.com/premio-bmw-de-pintura/,España,"June 24, 2025",Yes,BMW Group,,No,"Dirigido a pintores y pintoras de ámbito nacional (España). No requiere pago para participar. Las disciplinas artísticas son Pintura tradicional y Arte Digital, pudiendo presentarse hasta dos obras en total. No está abierto para artistas de Latinoamérica, ya que tiene exclusivamente ámbito nacional español.",,https://premiobmwdepintura.com,Premio,"Visuales, Pintura, Arte Digital","May 31, 2025 10:28 PM",Fuera del Universo,,No,No,,No,,,No,,,
Convocatoria | Foro de Economía y Cultura 2025,Convocatoria | Foro de Economía y Cultura 2025,,https://www.recursosculturales.com/foro-de-economia-y-cultura/,México,"June 20, 2025",Yes,Foro de Economía y Cultura,,No,"Dirigido a personas vinculadas a la economía y la cultura interesadas en presentar ponencias o artículos. No requiere pago para participar. Disciplinas: gestión cultural, economía creativa, políticas culturales e industrias culturales. Abierto a participantes de Latinoamérica.",,https://economiaycultura.org/,Convocatoria,"Otras, Investigación, Gestión Cultural, Economía","May 31, 2025 10:28 PM",,,No,No,,No,,,No,,,
"Premio | Concurso PA 2025 para artistas emergentes ","Premio | Concurso PA 2025 para artistas emergentes ",,https://www.recursosculturales.com/concurso-pa-2025-para-artistas-emergentes-de-uruguay/,Uruguay,"July 1, 2025",Yes,Proyecto Arte Feria de Artistas,,No,"Dirigido a artistas emergentes de entre 18 y 50 años que residan en Uruguay, sean nacionales o extranjeros. No requiere pago para participar. Disciplinas: artes visuales; no está abierto a artistas de Latinoamérica fuera de Uruguay.",,https://linktr.ee/proyectoarteuy,Premio,Visuales,"May 31, 2025 10:28 PM",,,No,No,,No,,,No,,,
Fondos | Apoyo a Eventos y Festivales de Gran Escala,Fondos | Apoyo a Eventos y Festivales de Gran Escala,,https://www.recursosculturales.com/instituto-nacional-del-teatro-apoyo-teatro-independiente/,Argentina,"July 31, 2025",Yes,Instituto Nacional del Teatro,,No,"Convocatoria para proyectos de eventos teatrales de gran escala dirigida a organizadores argentinos, ya sean personas humanas o jurídicas, que cuenten con al menos dos años de trayectoria y residencia en la provincia donde se realizará el evento. Se busca impulsar eventos que incluyan un mínimo de 16 espectáculos y 50 artistas diferentes, con una duración de al menos 5 días, y que además presenten al menos una función en una sala con capacidad para 250 personas. Es fundamental que los eventos estén registrados en el INTdigital y no presenten inhabilitaciones, y la programación no puede coincidir en más del 40% con otros eventos que soliciten apoyo. Monto máximo hasta $ 12.000.000 según categoria.",,https://inteatro.ar/convocatorias/eventos-festivales-gran-escala/,Fondos,"Escénicas, Festivales, Gestión Cultural","May 31, 2025 10:28 PM",,,No,No,,No,,,No,,,
Premio |  IV Premios de dramaturgia Antonio Gala,Premio |  IV Premios de dramaturgia Antonio Gala,Destacar,https://www.recursosculturales.com/premio-de-dramaturgia-diputacion-de-cordoba/,España,"June 15, 2025",Yes," Diputación de Córdoba",,No,"Podrán participar en este concurso autores/as de textos teatrales, de cualquier edad y nacionalidad, que presenten obras inéditas, escritas en lengua castellana. Cada autor/a sólo podrá presentar una obra de temática libre. Las obras deben tener una extensión máxima de 125 páginas, no haber sido premiadas en otros certámenes ni obtenido este premio en ediciones anteriores; y no haber sido nunca interpretada. Se establece un premio de 12.000,00 euros. Además, la obra ganadora será publicada con una tirada de 500 ejemplares, de los cuales 50 serán entregados al autor o autora. ",,https://sede.dipucordoba.es/diputacion/tramites/procedimiento/270274/2025-iv-premios-de-dramaturgia-antonio-gala.,Premio,"Escénicas, Literatura, Dramaturgia","May 31, 2025 10:29 PM",,,No,No,,No,,,Yes,https://youtu.be/1K_MG4Bmj7w,,
Convocatoria | XIX Certamen de Teatro Aficionado Villa de Loeches,Convocatoria | XIX Certamen de Teatro Aficionado Villa de Loeches,,https://www.recursosculturales.com/certamen-de-teatro-aficionado-villa-de-loeches/,España,"June 15, 2025",Yes,Ayuntamiento de Loeches,,No,"Dirigido a grupos de teatro aficionado. No requiere pago para participar. Disciplina: teatro. No está abierto para artistas de Latinoamérica, solo para residentes en España.",,https://loeches.sedelectronica.es,Convocatoria,"Escénicas, Teatro","May 31, 2025 10:29 PM",,,No,No,,No,,,No,,,
"Premio | XIV Premio de Álbum Ilustrado ","Premio | XIV Premio de Álbum Ilustrado ",Destacar,https://www.recursosculturales.com/premio-de-album-ilustrado-diputacion-de-cordoba/,España,"June 15, 2025",Yes,Diputación de Córdoba - Cultura,,No,"Dirigido a autores/as de cualquier edad y nacionalidad; que presenten obras inéditas, escritas en lengua castellana, que puedan incluirse en la categoría de Álbum ilustrado (un libro en el que el relato se cuenta a través de imágenes o de imágenes y textos, de modo que ambos se complementen). Cada autor/a sólo podrá presentar una obra de temática libre.  Disciplinas: escritura e ilustración de álbum ilustrado infantil o juvenil. Abierto a artistas de Latinoamérica. Se establece un premio de 12.000,00 Euros. Además, la obra ganadora será publicada con una tirada de 500 ejemplares, de los cuales 50 serán entregados al autor o autora.",,https://sede.dipucordoba.es/diputacion/tramites/procedimiento/270776/2025-xiv-premio-de-album-ilustrado-diputacion-de-cordoba,Premio,"Literatura, Ilustración, Dibujo, Infantil, Juvenil","May 31, 2025 10:29 PM",,,No,No,,No,,,Yes,,"Premio | XIV Premio de Álbum Ilustrado
Descifrando al Jurado
Perfil Implícito del Financiador
El XIV Premio de Álbum Ilustrado busca apoyar la creación de obras inéditas en lengua castellana, con la intención de promover la literatura y la ilustración infantil y juvenil. Los objetivos subyacentes incluyen:
• Fomentar la diversidad cultural: Se valora la representación de voces diversas, lo que sugiere que obras con temáticas inclusivas o novedosas podrían destacar.
• Innovación y calidad: El jurado probablemente evaluará la originalidad y la calidad tanto del texto como de la ilustración, buscando obras que ofrezcan una experiencia única para los lectores.
Criterios de Evaluación No Declarados
• Coherencia narrativa: La obra debe tener una historia clara y bien desarrollada que se complemente con las ilustraciones.
• Estilo visual: La calidad y el estilo de las ilustraciones son cruciales, con un enfoque en la creatividad y la técnica.
Tu Estrategia de Aplicación
1. Narrativa del Proyecto: Asegúrate de que la historia de tu álbum sea atractiva y relevante. Considera incluir elementos culturales o sociales que resuenen con el jurado.
2. Calidad Visual: Trabaja con un ilustrador que pueda aportar un estilo único y atractivo que complemente la narrativa.
3. Presentación Profesional: Asegúrate de que tu propuesta esté bien estructurada y sin errores. Esto incluye una carta de motivación que refleje tu pasión y compromiso con el proyecto.
Puntos Clave
• Originalidad: La obra debe ser inédita y ofrecer una perspectiva única.
• Temática Libre: Aprovecha esta libertad para abordar temas que te apasionen y que puedan resonar con un público amplio.
• Experiencia del Autor: Aunque no es un requisito, un historial de publicaciones previas puede fortalecer tu candidatura.
Errores a Evitar
• Ignorar las directrices: Asegúrate de seguir todas las pautas establecidas en la convocatoria.
• Subestimar la presentación: La forma en que presentas tu obra es tan importante como el contenido mismo.
Enmarca la Competitividad
La competencia puede ser alta, dado el premio significativo de 12.000,00 Euros y la publicación de 500 ejemplares. Evalúa tu alineación con el perfil del financiador y considera si tu obra se destaca en originalidad y calidad.
Oportunidades Similares
Te animo a que consideres otras oportunidades como:
• Premio Nacional de Literatura Infantil: Otra excelente opción para autores de literatura infantil que busca obras innovadoras y de calidad.
• Beca de Creación Literaria: Para aquellos que buscan desarrollar su escritura en un entorno de apoyo y mentoría.
Aplica a estas oportunidades para maximizar tus posibilidades de éxito.",
Convocatoria | 32° Festival Internacional de Teatro Universitario en México,Convocatoria | 32° Festival Internacional de Teatro Universitario en México,,https://www.recursosculturales.com/festival-internacional-de-teatro-universitario/,México,"June 27, 2025",Yes,Teatro UNAM,,No,"Dirigida a grupos y/o compañías conformadas por estudiantes de nivel medio superior y superior —con o sin especialización en teatro— así como a personas egresadas (hasta 3 años) de escuelas profesionales de teatro de México y otros países. Abierta a montajes nacionales e internacionales en distintas categorías, y acepta obras teatrales, piezas performáticas, instalaciones escénicas y acciones de artes vivas en formato presencial. La inscripción es gratuita y la postulación se realiza a través de un formulario en línea, con requisitos académicos específicos y un video completo del montaje. La Gran Final se llevará a cabo del 4 al 14 de septiembre de 2025 en la UNAM (CDMX).",,https://teatrounam.com.mx/teatro/entradasteatro/convocatoria-2025-32o-festival-internacional-de-teatro-universitario/,Convocatoria,"Escénicas, Teatro,","May 31, 2025 10:32 PM",,,No,No,,No,,,No,,,Sin cargo
"Residencia | Höchster Porzellan-Manufaktur: Residency Program 4.0 ","Residencia | Höchster Porzellan-Manufaktur: Residency Program 4.0 ",,https://on-the-move.org/news/hochster-porzellan-manufaktur-residency-program-40-germany,Alemania,"June 12, 2025",Yes,Hochschule für Gestaltung (HfG) Offenbach,,No,"Dirigido a artistas y diseñadores internacionales con posgrado en arte o disciplinas afines y experiencia en cerámica. No requiere pago para participar. Disciplina: porcelana y cerámica. La residencia ofrece alojamiento, espacio de trabajo en Frankfurt, y apoyo financiero de 1.000 EUR mensuales, con posibilidad de cubrir materiales (hasta 500 EUR), viajes y costos de exposición, según coordinación.Abierto a artistas de todo el mundo, incluidos latinoamericanos.",,https://www.hfg-offenbach.de/en/news/call-for-applications-for-the-hoechster-porzellan-manufaktur-residency-program-3-dot-0,Residencia,"Visuales, Diseño, Cerámica, Porcelana","May 31, 2025 10:36 PM",,,No,No,,No,,,No,,,
Premio | Henri Cartier-Bresson Creation Award 2025,Premio | Henri Cartier-Bresson Creation Award 2025,Destacar,https://on-the-move.org/news/fondation-henri-cartier-bresson-creation-award-2025,Francia,"July 31, 2025",Yes,Fondation Henri Cartier-Bresson,,No,"Abierto a fotógrafos de todas las nacionalidades y edades que ya hayan realizado una obra documental significativa. Los solicitantes deben poder demostrar su participación en varias exposiciones y publicaciones personales (monografías o catálogos). Los solicitantes deben contar con el patrocinio de un profesional de la fotografía (crítico, comisario, director de institución, galerista, editor, académico). El ganador del Premio a la Creación Henri Cartier-Bresson recibe una dotación de 35.000 EUR , que se destinará tanto a una exposición en la Fundación Henri Cartier-Bresson como a una publicación. ",,https://www.henricartierbresson.org/en/awards-and-grant/henri-cartier-bresson-creation-award/,Premio,"Visuales, Fotografía","May 31, 2025 10:36 PM",,,No,No,,No,,,No,,,
Beca | Becas de viaje para participar de la 57.ª Conferencia Anual de CIMAM en Turín,Beca | Becas de viaje para participar de la 57.ª Conferencia Anual de CIMAM en Turín,,https://on-the-move.org/news/cimam-travel-grants-attend-2025-cimam-annual-conference-italy,Italia,"June 16, 2025",Yes,CIMAM,,No,"CIMAM abre su convocatoria internacional de becas de viaje para asistir a su Conferencia Anual 2025 en Turín, Italia, dirigida a curadores, directores e investigadores de arte moderno y contemporáneo residentes en países con economías emergentes y en desarrollo. Las becas cubren inscripción completa, pasajes, alojamiento, membresía CIMAM y, en algunos casos, beneficios adicionales, fomentando la participación global, la inclusión y el intercambio profesional en el ámbito museístico.",,https://www.cimam.org/travel-grant-program/2025-turin/international-open-call-for-travel-grant-applications/,Beca,"Otras, Curaduría, Investigación, Arte Contemporáneo, Arte Moderno","May 31, 2025 10:36 PM",,,No,No,,No,,,No,,,
Convocatoria | Dance Artists for Aerowaves Twenty26,Convocatoria | Dance Artists for Aerowaves Twenty26,,https://on-the-move.org/news/aerowaves-call-dance-artists-aerowaves-twenty26-portuagal,Portugal,"July 31, 2025",Yes,Aerowaves,,No,"Convocatoria dirigida a coreógrafos emergentes con residencia en Europa para presentar una obra de danza corta (15-40 minutos), terminada y ya exhibida al público. El programa, centrado en la movilidad presencial, ofrece la oportunidad de mostrar el trabajo en el festival Spring Forward 2026 en Guimarães, Portugal (del 6 al 9 de mayo), y a través de sus socios europeos. Aerowaves promueve a los artistas seleccionados durante un año, cubriendo honorarios, viaje, alojamiento y viáticos para las presentaciones en Spring Forward. La oportunidad no está abierta a artistas de Latinoamérica que no residan en Europa.",,https://aerowaves.org/artists/how-to-apply/,Convocatoria,"Escénicas, Coreografía, Danza","May 31, 2025 10:36 PM",Fuera del Universo,,No,No,,No,,,No,,,
Convocatoria | Scotia Place Public Art Commissions,"Convocatoria | Scotia Place Public Art Commissions ",,https://on-the-move.org/news/leuwebb-projectsheavy-scotia-place-public-art-commissions-canada,Canadá,"June 27, 2025",Yes,LeuWebb Projects/Heavy,,No,"Dirigido a artistas, equipos o colectivos de arte público (locales, nacionales e internacionales) con experiencia, a postular para dos encargos de arte público al aire libre para Scotia Place en Calgary, Canadá, el nuevo recinto deportivo y de entretenimiento. El objetivo es crear obras que transformen el centro de Calgary y su Distrito Cultural y de Entretenimiento. Se ofrecen dos oportunidades, con presupuestos de proyecto (incluyendo honorarios del artista) de 375.000 CAD para la ""Northwest Plaza"" y 1.125.000 CAD para la ""Southwest Plaza"". Esta es la Fase 1 de un proceso de selección en dos etapas, donde los preseleccionados de la Fase 2 recibirán remuneración por sus propuestas de diseño detalladas.",,https://leuwebb.ca/ScotiaPlacePublicArt,Convocatoria,"Diseño, Visuales, Arte Público, Escultura","May 31, 2025 10:36 PM",,,No,No,,No,,,No,,,
Convocatoria | Programadores internacionales para Wonderland Festival 2025,Convocatoria | Programadores internacionales para Wonderland Festival 2025,,https://on-the-move.org/news/idraconnect-wonderland-festival-2025-call-international-programmers-italy,Italia,"September 15, 2025",Yes,IdraConnect,,No,"Dirigida a programadores internacionales a presentar sus candidaturas para asistir al Wonderland Festival (Brescia, Italia), del 19 al 21 de noviembre de 2025, para ver la presentación de artistas italianos en las artes escénicas contemporáneas sin barreras de género. Los organizadores pueden ofrecer el reembolso de los billetes de avión hasta 200 EUR (previa presentación de los recibos) , alojamiento y entrada gratuita a todas las funciones italianas.",,https://www.idrateatro.it/2025/04/14/idra-connect-2025-call-for-programmers/,Convocatoria,"Otras, Escénicas, Programadores, Festivales","May 31, 2025 10:36 PM",Fuera del Universo,,No,No,,No,,,No,,,
Convocatoria | ‘Emerging Creations’ Call for Projects Exploring Digital Practices,Convocatoria | ‘Emerging Creations’ Call for Projects Exploring Digital Practices,,https://on-the-move.org/news/chroniques-emerging-creations-call-projects-exploring-digital-practices-france,Francia,"June 15, 2025",Yes,Chroniques,,No,"Dirigida a artistas menores de 35 años de todo el mundo que deseen producir una obra original utilizando o cuestionando prácticas digitales en diversas formas en resonancia con el tema de la bienal: ”Resistencia: hacktivismo, diversiones y tácticas artísticas en la era digital”. Estas formas incluyen artes visuales (instalación, video, instalación inmersiva, etc.), performances en vivo, creación sonora, realidad virtual o aumentada, inteligencia artificial, etc. La obra deberá estar lista para su presentación en la Bienal de octubre de 2026 a enero de 2027.",,https://chroniques.org/en/creations/call-for-projects/emerging-creations/,Convocatoria,"Visuales, Arte Sonoro, Performance, Instalación","May 31, 2025 10:36 PM",,,No,No,,No,,,No,,,
Premio | Concurso Weather Photographer of the Year,Premio | Concurso Weather Photographer of the Year,,https://www.rmets.org/weather-photographer-of-the-year/competition,Reino Unido,"June 19, 2025",Yes,"Standard Chartered ",,No,"Dirigido a fotógrafos de todo el mundo, aficionados y profesionales, incluyendo menores de 18 años, para imágenes relacionadas con el clima y el tiempo. No requiere pago para participar. Disciplinas: fotografía documental, artística y móvil, con premios en efectivo de £5,000, £2,500, £750 y £1,000; abierto a artistas de América Latina.",,https://www.rmets.org/weather-photographer-of-the-year/competition,Premio,"Visuales, Fotografía","May 31, 2025 10:37 PM",,,No,No,,No,,,No,,,
Premio | V Edición del Premio de Arte A&G,Premio | V Edición del Premio de Arte A&G,,https://ayg.es/,España,"June 30, 2025",Yes,grupo A&G,,No,"Podrán presentarse al concurso artistas españoles o con residencia en España, mayores de 18 años. Habrá un ganador y 5 finalistas. El ganador del primer puesto recibe 6.000€ por la adquisición de su obra, que pasará a ser propiedad de A&G. Además, cinco finalistas tendrán la oportunidad de exponer dos de sus obras. Todas las obras expuestas estarán disponibles para la venta (excepto la ganadora), y los artistas recibirán el 100% del importe en caso de venta.",,https://ayg.es/actualidad/detalle-noticia/9755/v-edicion-del-premio-de-arte-a-and-g,Premio,Visuales,"May 31, 2025 10:39 PM",Fuera del Universo,,No,No,,No,,,No,,,
Premio | JIA Illustration Award 2025,Premio | JIA Illustration Award 2025,,https://ws.formzu.net/fgen/S96377062/,Japón,"June 30, 2025",Yes,Asociación Japonesa de Ilustradores (JIA),,No,"Abierto a cualquier persona del mundo, profesional o aficionada. Para participar, se debe abonar una cuota de inscripción que varía según el número de obras y si se es miembro de la JIA. El concurso acepta obras originales de cualquier género (pintadas a mano, digitales o tridimensionales) que no hayan sido utilizadas ni creadas con IA. Los premios incluyen un Gran Premio de 500.000 yenes, premios Oro, Platino, Plata y Bronce, todos con certificado digital y premios suplementarios, sumando un total de 800.000 yenes.",,https://jpn-illust.com/english/compe/,Premio,"Visuales, Dibujo, Ilustración","May 31, 2025 10:39 PM",,,No,No,,No,,,No,,,Pago
Premio | XII Edición Concurso de proyectos fotográficos «Educando la Mirada» 2025,Premio | XII Edición Concurso de proyectos fotográficos «Educando la Mirada» 2025,,https://fotoplatjadaro.com/en/contest/registration/,España,"June 22, 2025",Yes,Fotoplatjadaro,,No,"Dirigido a fotógrafos de todos los niveles y nacionalidades; la participación es gratuita. Disciplina: fotografía (tema libre, cualquier dispositivo). El premio total es de 5.250 € repartido entre 5 ganadores y el concurso está abierto a artistas de Latinoamérica.",,https://fotoplatjadaro.com/en/contest/registration/,Premio,"Visuales, Fotografía","May 31, 2025 10:40 PM",,,No,No,,No,,,No,,,
Premio | Concurso de Dibujo de Biodiversidad 2025,Premio | Concurso de Dibujo de Biodiversidad 2025,,https://www.fiin.pt/concurso-desenho/,Portugal,"June 20, 2025",Yes,Municipio de Vila Real,,No,"Dirigido a cualquier persona a nivel mundial interesada en el dibujo y la ilustración de la naturaleza. Se buscan obras sobre la vida silvestre, flora y hábitats, divididas en dos categorías: Dibujo Científico (con rigor científico) y Dibujo de la Naturaleza (expresivo). La participación requiere un pago de 5 euros. Concurso como parte del Festival Internacional de la Imagen de la Naturaleza (FIIN). Se otorgan premios que van desde €50 a €500 en cada categoría.",,https://www.fiin.pt/en/drawing-contest/,Premio,"Visuales, Dibujo","May 31, 2025 10:41 PM",,,No,No,,No,,,No,,,Pago
Residencia | Contemporary Performing Arts Research Residency,Residencia | Contemporary Performing Arts Research Residency,,https://www.artrabbit.com/artist-opportunities/2025/june/contemporary-performing-arts-research-residency,Singapur,"June 22, 2025",Yes,"The Esplanade Co Ltd,",,No,"Dirigido a artistas e investigadores de artes performáticas contemporáneas de todo el mundo, incluyendo Latinoamérica. No requiere pago para postular. Disciplinas: artes escénicas y performativas contemporáneas; la residencia otorga una ayuda económica de 2.000 euros para los seleccionados.",,https://www.esplanade.com/get-involved/artist-development-platforms/contemporary-performing-arts-research-residency,Residencia,Escénicas,"May 31, 2025 11:03 PM",,,No,No,,No,,,No,,,
Residencia | Curator Residency Program 2026,Residencia | Curator Residency Program 2026,,https://www.artrabbit.com/artist-opportunities/2025/june/curator-residency-program-2026,Japón,"June 25, 2025",Yes,Tokyo Arts and Space,,No,"Dirigido a curadores internacionales con al menos 3 años de experiencia en curaduría, crítica de arte o investigación cultural, excluyendo estudiantes (excepto doctorandos). No requiere pago para postular. Disciplinas: curaduría, crítica de arte e investigación cultural; monto estipulado: 100,000 JPY (menos impuestos) por proyecto. Abierto a curadores de cualquier país, incluyendo Latinoamérica.",,https://www.tokyoartsandspace.jp/en/archive/application/2025/20250513-307.html,Residencia,"Visuales, Curaduría, Otras","May 31, 2025 11:03 PM",,,No,No,,No,,,No,,,
Residencia | International Creator Residency Program 2026,Residencia | International Creator Residency Program 2026,Destacar,https://www.artrabbit.com/artist-opportunities/2025/june/international-creator-residency-program-2026,Japón,"June 25, 2025",Yes,Tokyo Arts and Space,,No,"Dirigida a creadores internacionales (fuera de Japón) con al menos cinco años de experiencia en artes visuales, cine, diseño o arquitectura, capaces de comunicarse en inglés. Se busca a aquellos que estén distinguidos y motivados para trabajar en Tokio. El programa ofrece a los seleccionados alojamiento, pasajes de avión, viáticos y honorarios para desarrollar nuevas obras que se presentarán en eventos como el OPEN STUDIO o la Presentación de Resultados en TOKAS Hongo.",,https://www.tokyoartsandspace.jp/en/archive/application/2025/20250513-305.html,Residencia,"Diseño, Cine, Visuales","May 31, 2025 11:03 PM",,,No,No,,No,,,No,,,
Residencia | Research Residency Program 2026,Residencia | Research Residency Program 2026,,https://www.artrabbit.com/artist-opportunities/2025/june/research-residency-program-2026,Japón,"June 25, 2025",Yes,Tokyo Arts and Space,,No,"Dirigido a creadores con experiencia en arte visual, cine, diseño, arquitectura, música, arte sonoro, artes escénicas y curaduría de cualquier país. El programa ofrece ofrece alojamiento (una habitación individual o doble si aplicás en dúo) en Tokio. El objetivo es investigar y crear durante 6 a 12 semanas entre mayo de 2026 y marzo de 2027. Es necesario tener buen manejo de inglés.",,https://www.tokyoartsandspace.jp/en/archive/application/2025/20250513-309.html,Residencia,Multidisciplinar,"May 31, 2025 11:03 PM",,,No,No,,No,,,No,,,
"Convocatoria | Videomapping and Light Art Event ""Freiheitsleuchten""","Convocatoria | Videomapping and Light Art Event ""Freiheitsleuchten""",,https://www.artrabbit.com/artist-opportunities/2025/june/open-call-videomapping-and-light-art-event-freiheitsleuchten,Alemania,"June 30, 2025",Yes,"Genius Loci Weimar, Mühlhausen",,No,"Dirigido a cualquier artista, cineasta, diseñador de motion graphics o creador visual de cualquier nacionalidad; no requiere pago para postularse. Disciplinas: videomapping, arte lumínico y proyecciones audiovisuales. El premio principal es de 10.000 € para el concepto ganador en Marienkirche, y la convocatoria está abierta a artistas de Latinoamérica.",,https://www.genius-loci-weimar.org/en/freiheitsleuchten.html,Convocatoria,"Visuales, Cine, Diseño","May 31, 2025 11:03 PM",,,No,No,,No,,,No,,,
