Nombre,Resumen generado por la IA,País,Fecha de cierre,Entidad,Og_Resumida,Base URL,Categoría,Disciplina,Disciplina Limpia,Inscripcion,Monto,Moneda,Monto_USD,Inscripcion_USD_web
Residencia | S+T+ARTS Aqua Motion Residency 2025,Residencia | S+T+ARTS Aqua Motion Residency 2025,Múltiples Países,"June 13, 2025",STARTS - Comisión Europea,"Dirigida a artistas de todas las disciplinas interesados en participar en una residencia interdisciplinaria sobre el futuro del agua en Europa. Se seleccionarán 25 artistas para una residencia de 9 meses, seguida de un programa de escalamiento de 4 meses, en Portugal, Italia, Países Bajos y Austria. Los artistas deberán pasar al menos 5 semanas en el sitio de residencia, participar en un evento inicial en las Azores (1–2 de octubre de 2025) y en muestras/exposiciones locales y un evento en Bélgica. Cada residencia cuenta con un presupuesto de 40.000 EUR, acceso a infraestructura especializada, mentorías personalizadas y oportunidades de visibilidad internacional (Ars Electronica, Bienal de Venecia, entre otros). Se requiere la producción de un resultado artístico tangible e innovador enfocado en los retos regionales del manejo del agua. Abierto a artistas de todo el mundo, incluyendo América Latina. ",http://starts.eu/opportunities/starts-aqua-motion-open-call-for-artistic-residencies/,Residencia,"Visuales, Ciencia, Tecnología",Visuales,Sin cargo,1000000.00,EUR,1180567.85,
"Premio | I Certamen ""José Luis Cabañas"" de Humor Gráfico Ilustrado","Premio | I Certamen ""José Luis Cabañas"" de Humor Gráfico Ilustrado",España,"June 13, 2025",Ayuntamiento de Tomelloso,El Certamen está dirigido a artistas gráficos. Podrá participar cualquier persona mayor de 18 años con hasta un máximo de dos obras. La temática será libre. La disciplina artística es el humor gráfico ilustrado. No se especifica si está abierto a artistas latinoamericanos. Se establecen dos premios: 1er premio de 2.000 €; 2º premio de 1.000 €.,https://www.tomelloso.es/actualidad/certamen-jose-luis-cabanas-de-humor-grafico-ilustrado,Premio,"Visuales, Ilustración, Dibujo, Humor Gráfico",Diseño,Sin cargo,2000.0,EUR,2160.0,
Convocatoria | Exposición Colectiva en Amsterdam,Convocatoria | Exposición Colectiva en Amsterdam,Reino Unido,"June 28, 2025",The Holy Art Gallery,"Dirigida a artistas de todo el mundo a presentar sus obras para una próxima exposición en Ámsterdam, Países Bajos, que se realizará del 4 al 7 de julio de 2025. El tema es abierto y se aceptan obras de cualquier disciplina, incluyendo pintura, fotografía, videoarte, escultura, poesía, etc. La inscripción es gratuita, pero existen cuotas de participación si la obra es seleccionada para exhibición digital: £100 por una obra, £180 por dos y £245 por tres.",https://www.theholyart.com/amsterdam-open-art,Convocatoria,Visuales,Visuales,Pago,100.0,GBP,125.0,
Convocatoria | Convocatoria Artes Visuales 2026 Puerto Montt,Convocatoria | Convocatoria Artes Visuales 2026 Puerto Montt,Chile,"July 31, 2025",Corporación Cultural de Puerto Montt (CCPM),"Dirigido a artistas; curadores; galerías; museos; instituciones; agrupaciones culturales; y gestores locales, regionales, nacionales e internacionales, a participar del proceso de selección de proyectos expositivos individuales y/o colectivos que se exhibirán en las salas Mexicana, Multiuso, Pinacoteca y Hardy Wistuba de la Casa del Arte Diego Rivera en 2026. No se estipula monto de dinero para artistas seleccionados, pero se indica que cada seleccionado del proceso recibirá una retribución económica por derechos de exhibición.",https://convocatorias.culturapuertomontt.cl/proceso/preview?id=68,Convocatoria,Visuales,Visuales,Sin cargo,,CLP,,
Convocatoria | Prix Photoforum 2025,Convocatoria | Prix Photoforum 2025,Suiza,"July 6, 2025",Photoforum,"Dirigido a fotógrafos y artistas visuales. Requiere pago de inscripción (CHF 65, o CHF 35 para estudiantes); la disciplina es la fotografía. Está abierto internacionalmente, por lo que pueden postular artistas de Latinoamérica. El Prix Photoforum, dotado con 5000 CHF, se entregará a una obra destacada en la inauguración de la exposición. La exposición colectiva se desarrollará del 
13/12/25 a febrero 2026 en Photoforum Pasquart, Biel/Bienne.",https://www.photoforumpasquart.ch/en/open-call-2025/,Convocatoria,"Visuales, Fotografía",Visuales,Pago,,,,
Convocatoria | Exposiciones 2025/26 Programa Gifts of Art Michigan Medicine,Convocatoria | Exposiciones 2025/26 Programa Gifts of Art Michigan Medicine,EEUU,"June 30, 2025",Centro de Medicina de Michigan - Universidad de Michigan,"Dirigido a artistas individuales y colectivos de todo el mundo, sin requisito de pago para participar. Disciplinas: artes visuales (pintura, escultura, cerámica, collage, joyería, arte en vidrio y medios mixtos). Abierto a artistas de Latinoamérica.",https://www.michiganmedicine.org/community/arts-health/programs-services/art-exhibits,Convocatoria,Visuales,Visuales,Sin cargo,,USD,,
"Beca | The Zsuzsi Roboz Scholarship at Morley College, London","Beca | The Zsuzsi Roboz Scholarship at Morley College, London",Reino Unido,"July 5, 2025",Morley College London,"Dirigida a artistas figurativos mayores de 19 años con trayectoria y necesidad de apoyo, que trabajen principalmente en medios bidimensionales o tridimensionales; no requiere pago para postular. La beca ofrece un año de estudios a tiempo parcial y mentoría en Morley College, Londres, sin estipendio económico directo. Está abierta a artistas internacionales, incluyendo latinoamericanos.",https://www.morleycollege.ac.uk/zsuzsi-roboz-art-scholarship-25-26/,Beca,"Visuales, Figurativo",Visuales,Sin cargo,Estimar,GBP,,
Convocatoria | Singularity Propuestas para Exposición 2026,Convocatoria | Singularity Propuestas para Exposición 2026,EEUU,"July 4, 2025","Michigan State University Museum, East Lansing, Michigan,","Dirigido a artistas, grupos o estudiantes de cualquier país y disciplina, incluyendo arte, ciencia, música y tecnología; no requiere pago para participar. Se aceptan proyectos interdisciplinarios vinculados al impacto de la inteligencia artificial y los seleccionados reciben hasta $3,000 USD para producción. Está abierta a artistas de Latinoamérica.",https://museum.msu.edu/explore/colab-studio/singularity-open-call/,Convocatoria,"Visuales, Música, Interdisciplinaria, Tecnología",Música,Sin cargo,3000.0,USD,3000.0,
Residencia | Residencies for 2025 in Rural Tuscany,Residencia | Residencies for 2025 in Rural Tuscany,Italia,"June 6, 2025",Studio Panicale,"Studio Panicale es una residencia artística en Toscana, Italia, dirigida a artistas, escritores, escultores y ceramistas que buscan desarrollar su arte. Requiere un pago para alojamiento, con costos adicionales para parejas y familias. Está abierta a artistas internacionales, aunque no se especifica explícitamente si incluye latinoamericanos.",https://studiopanicale.com/,Residencia,"Literatura, Visuales",Visuales,Pago,,EUR,,
"Rescidencia | BRASHNAR Artist/Writer-in-Residence for July, August or September 2025","Rescidencia | BRASHNAR Artist/Writer-in-Residence for July, August or September 2025",Macedonia,"June 6, 2025",Brashnar Creative Project,"Una residencia artística dirigida a artistas visuales y escritores emergentes, de media carrera y establecidos con título universitario o experiencia equivalente. No se menciona pago para aplicar, pero la residencia tiene costo. Las disciplinas incluyen dibujo, pintura, grabado, fotografía, escultura, performance, arte digital, literatura y prácticas socialmente comprometidas. Está abierta a artistas internacionales, lo que incluye a latinoamericanos, con convocatoria actual para las sesiones de julio, agosto y septiembre de 2025 hasta el 6 de junio.",http://www.brashnarcreativeproject.org,Residencia,"Literatura, Visuales",Visuales,Sin cargo,Residencia,,Residencia,
Residencia | On-line Residency GlogauAIR,Residencia | On-line Residency GlogauAIR,Alemania,"June 18, 2025",GlogauAIR Berlin,"Programa de residencia artística en línea diseñado para artistas que no pueden viajar, brindando flexibilidad para que continúen trabajando en su entorno mientras disfrutan de intercambio internacional y apoyo profesional. Con un costo de 900 € (pagadero en tres cuotas), el programa incluye apoyo curatorial semanal individualizado, reuniones grupales, charlas de expertos y talleres (ej., marketing artístico y creación de portafolios). Además, los residentes tendrán la oportunidad de interactuar con profesionales del arte de Berlín, se les creará un catálogo con una página dedicada, podrán participar en un Instagram Takeover para promocionar su trabajo y exponer en Estudios Abiertos Virtuales, lo que amplía sus oportunidades de networking global. El horario se adaptará a la disponibilidad y zona horaria del artista.",https://glogauair.net/residency/#online,Residencia,"Visuales, Arte Contemporáneo, Arte Sonoro, Otras",Visuales,Pago,,EUR,,
Residencia | PADA Research Residency Autumn/Winter 2025/26,Residencia | PADA Research Residency Autumn/Winter 2025/26,Portugal,"June 22, 2025",PADA Studios,"La residendencia está dirigida a artistas visuales internacionales, requiere un pago de €550 por un mes o €1000 por dos meses, incluye disciplinas de artes visuales y acepta postulaciones de artistas de Latinoamérica. ",https://www.padastudios.com/research-residency,Residencia,Visuales,Visuales,Pago,,EUR,,
Residencia | Indigenous Fashion Runway Residency 2025,Residencia | Indigenous Fashion Runway Residency 2025,Canadá,"June 25, 2025",Banff Centre,"Dirigido a diseñadores de moda indígenas (mayores de 18 años, de cualquier nacionalidad, incluyendo latinoamericanos) a desarrollar sus portafolios y exhibir sus colecciones en un entorno profesional. Esta oportunidad está dirigida a creadores de moda, diseñadores y empresas de diseño indígenas con una línea de diseño ya existente o casi terminada. Se ofrece mentoría, talleres de producción (iluminación, sonido, etc.), sesiones sobre la industria de la moda y acceso a instalaciones de primer nivel, permitiendo la colaboración con hasta dos diseñadores adicionales. Los seleccionados serán responsables de obtener su visa de visitante para Canadá.",https://www.banffcentre.ca/programs/indigenous-arts/indigenous-fashion-runway-residency-2025,Residencia,"Diseño, Moda, Textil",Diseño,Sin cargo,,CAD,,0.0
Residencia | Studio and Room Program – A creative stay at Taattinen Farm,Residencia | Studio and Room Program – A creative stay at Taattinen Farm,Finlandia,"June 30, 2025",Taattinen Farm,"Dirigido a artistas y diseñadores profesionales; requiere pago de 370 € por semana para alojamiento y uso del estudio. Disciplinas: artes visuales y cerámica. No hay mención de restricciones geográficas, por lo que está abierto a artistas de Latinoamérica.",https://www.taattistentila.fi/studioroom-program,Residencia,"Visuales, Diseño, Cerámica",Diseño,Pago,,EUR,,
Residencia | SensoryScapes Performance Art Residency,Residencia | SensoryScapes Performance Art Residency,Tailandia,"June 30, 2025",Studio 88 Artist Residency - Base Box Theatre de Chiang Mai,"Dirigido a profesionales del espectáculo y artistas de diversas disciplinas (dirección, movimiento, música, artes visuales, narrativa, tecnología, etc.) interesados en la experimentación y el intercambio creativo. La residencia se desarrollará del 1 de noviembre al 12 de diciembre de 2025 (con una duración flexible de 3 a 6 semanas) y ofrece tiempo, espacio, alojamiento privado, estudio, equipos básicos y asistencia para desarrollar proyectos existentes, crear nuevas obras o colaborar con artistas locales. No hay costo de postulación, pero se aplicará una tarifa de residencia solo si el artista es aceptado. La residencia culminará con eventos públicos, incluyendo performances y exposiciones.",https://studio88artistresidency.com/2025/04/15/call-for-applications-sensoryscapes-performance-art-residency/,Residencia,Escénicas,Escénicas,Sin cargo,,,,
Residencia | Peripeteia Artist Residency,Residencia | Peripeteia Artist Residency,Finlandia,"June 30, 2025",Cooperativa Nostates,"La residencia está ubicada en el histórico distrito de Törnävä en Seinäjoki, Finlandia Occidental, y está abierta a artistas profesionales de todo el mundo de diversas disciplinas, como pintura, diseño, escultura, escritura o investigación. Ofrece un ambiente inspirador, alojamiento asequible y espacio de trabajo para estancias de uno a tres meses entre junio de 2025 y abril de 2026. La selección se basa en el plan de trabajo y fotografías de obras.",https://www.nostates.fi/en/residency/,Residencia,"Visuales, Diseño, Literatura",Diseño,Sin cargo,,,,
Residencia | PAR Art Residency Program in Buenos Aires,Residencia | PAR Art Residency Program in Buenos Aires,Argentina,,PAR | Art Residency Program in Buenos Aires,"Dirigidas a artistas de cualquier nacionalidad y edad interesados en experimentar con las artes performáticas, abarcando disciplinas como artes visuales, danza, artes escénicas y literatura. La aplicación se realiza virtualmente durante todo el año para residencias de 4, 8 o 12 semanas entre febrero y noviembre. Los participantes son responsables de su documentación para ingresar a Argentina, seguro médico y gastos personales.",https://www.instagram.com/par.residence/,Residencia,"Visuales, Escénicas, Literatura",Escénicas,Sin cargo,,ARS,,
Residencia | Banff Musicians in Residence Winter 2026,Residencia | Banff Musicians in Residence Winter 2026,Canadá,"July 9, 2025",Banff Centre,"Dirigido a músicos de todas las edades (mayores de 18 años), orígenes, identidades y expresiones de género. El programa ofrece a músicos de todos los géneros un espacio y tiempo dedicado para su desarrollo artístico, permitiéndoles trabajar en proyectos individuales o grupales/de ensamble. Se realizará enero de 2026. Sí, hay una cuota de inscripción no reembolsable: $65 CAD para individuos o grupos, y $35 CAD para solicitantes que se identifiquen como indígenas.",https://www.banffcentre.ca/music,Residencia,Música,Música,Pago,,CAD,Residencia,
Convocatoria | Oldenburg International Film Festival,Convocatoria | Oldenburg International Film Festival,Alemania,"June 13, 2025",Oldenburg International Film Festival,"Dirigida a cineastas establecidos y emergentes de todo el mundo. Se pueden presentar largometrajes, cortometrajes y documentales de todos los orígenes y géneros, con una duración de hasta 49 minutos para cortometrajes y más de 49 minutos para largometrajes. La inscripción requiere el pago de una tasa no reembolsable. Las películas no deben haber sido emitidas, distribuidas públicamente ni puestas a disposición en línea en Alemania antes de las fechas del festival, y deben estar disponibles en alemán, inglés o con subtítulos en inglés. El festival premia la originalidad, la audacia y el espíritu cinematográfico en diversas categorías, incluyendo mejor película independiente, mejor cortometraje, mejor ópera prima y mejores interpretaciones. El Festival se celebra del 10 al 14 de septiembre de 2025.",https://www.filmfest-oldenburg.de,Convocatoria,Cine,Cine,Pago,,EUR,,4.5
Convocatoria | 102° Salón Nacional de Santa Fe y 8º Certamen Hugo Padeletti,Convocatoria | 102° Salón Nacional de Santa Fe y 8º Certamen Hugo Padeletti,Argentina,"June 6, 2025",Secretaria de Cultura de Santa Fe,"La convocatoria está dirigida a artistas nacionales y a extranjeros con al menos tres años de residencia en Argentina.  Las disciplinas no están específicamente detalladas, pero se enfoca en prácticas artísticas contemporáneas. No está abierta para artistas latinoamericanos en general, solo para residentes en Argentina con mínimo tres años comprobables de residencia.",https://inscripcion.museorosagalisteo.gob.ar/,Convocatoria,Visuales,Visuales,Sin cargo,,ARS,Estimar,
Premio | 5ta. edición del Premio ASGAPA de Estímulo a la Escritura Crítica,Premio | 5ta. edición del Premio ASGAPA de Estímulo a la Escritura Crítica,Paraguay,"July 5, 2025",ASGAPA,"Dirigido a personas de 18 a 35 años, paraguayos o extranjeros residentes en Paraguay, con hasta tres años de experiencia en artes visuales; no requiere pago para participar. Disciplinas: escritura crítica sobre artes visuales. Primer premio de 7.500.000 Gs. y segundo de 4.000.000 Gs.; no está abierto a artistas de Latinoamérica fuera de Paraguay.",https://ndg.asgapa.org.py/premio-asgapa-2025/,Premio,"Otras, Investigación, Curaduría",Otras,Sin cargo,11500000.00,GS,1441.71,
"Residencia | the TEMENOS art fellowship 2025-2026 – Brittany, France","Residencia | the TEMENOS art fellowship 2025-2026 – Brittany, France",France,"June 6, 2025",La Source,"La beca de arte TEMENOS 2025-2026 está dirigida a artistas emergentes o establecidos en cualquier forma de arte contemporáneo. No hay cuotas de programa (solo gastos de alojamiento, comida y una pequeña tarifa administrativa). Está abierta a artistas de cualquier procedencia, incluidos latinoamericanos, para una experiencia intensiva de práctica creativa radical.",https://www.la-source.org/temenos,Residencia,Visuales,Visuales,Sin cargo,,,,32.400.000.000.000.000
Residencia | Wool and textile art and design residency September – December 2025,Residencia | Wool and textile art and design residency September – December 2025,Dinamarca,"June 10, 2025",Det Vilde Spinderi,"Dirigido a artistas y creativos con experiencia en técnicas textiles, especialmente en fieltro, tejido y diseño textil. No requiere pago para aplicar. Disciplinas: arte y diseño textil; abierta a artistas internacionales, incluyendo latinoamericanos.",https://www.detvildespinderi.dk/residency,Residencia,"Diseño, Visuales, Textil",Diseño,Sin cargo,Residencia,DKK,Residencia,
Residencia | Semana de Creación Libre. Verano 2025,Residencia | Semana de Creación Libre. Verano 2025,España,"June 30, 2025",La Casa Móvil,"Dirigida a artistas y colectivos de diversas disciplinas artísticas como artes visuales, performance, cuerpo, naturaleza y cuidados; requiere pago, aunque se otorga una beca que cubre la mitad del costo de la residencia; la convocatoria está abierta a artistas de Latinoamérica.",https://lacasamovil.com,Residencia,"Visuales, ",Visuales,Sin cargo,,EUR,,
"Residencia | Summer Residency at Hangar for Writers, Curators and Researchers","Residencia | Summer Residency at Hangar for Writers, Curators and Researchers",Portugal,"June 30, 2025",Hangar Cowork,"Dirigido a artistas, escritores, curadores e investigadores de cualquier nacionalidad que no residan en Portugal. La participación requiere pago por parte del artista seleccionado. Disciplinas involucradas: artes visuales, performance, fotografía y video. La oportunidad está abierta a artistas de Latinoamérica.",https://hangar.com.pt/en/open-call-hangar-art-residency/,Residencia,"Visuales, Liteartura, Otras",Visuales,Sin cargo,,EUR,,
Programa de Apoyo a la Preservación del Patrimonio Audiovisual 2025,Fondos | Programa de Apoyo a la Preservación del Patrimonio Audiovisual 2025,Chile,"June 5, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","La convocatoria está dirigida a proyectos chilenos que busquen preservar y difundir el patrimonio audiovisual nacional. Ofrece financiamiento parcial para iniciativas de rescate, investigación, catalogación, restauración o implementación de infraestructura para la conservación audiovisual, así como para actividades que promuevan su acceso y valorización pública, como muestras o festivales. Los proyectos deben incluir al menos una actividad presencial gratuita con mediación de públicos, y, en el caso de la línea de difusión, también una instancia online. Se excluyen propuestas centradas únicamente en postproducción o masterización de obras.",https://www.fondosdecultura.cl/programa-de-apoyo-a-la-preservacion-del-patrimonio-audiovisual-2025/,Fondos,"Cine, Audiovisual, Preservación",Música,Sin cargo,,CLP,491400.00,
Fondos | Programa de Formación de Públicos para el Audiovisual 2025,Fondos | Programa de Formación de Públicos para el Audiovisual 2025,Chile,"June 5, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","Esta convocatoria está dirigida a proyectos chilenos enfocados en la formación de públicos y mediación audiovisual en salas de cine, con énfasis en la apreciación del cine nacional. Financia parcial o totalmente iniciativas presenciales que promuevan experiencias significativas de disfrute y aprendizaje, incluyendo acciones de difusión, actividades con perspectiva de género, enfoque inclusivo para públicos con discapacidad y presencia de al menos un 30% de obras nacionales. Se requiere un equipo con profesionales especializados en mediación y, en el caso de públicos infantiles, en formación del segmento etario correspondiente.",https://www.fondosdecultura.cl/programa-de-formacion-de-publicos-para-el-audiovisual-2025/,Fondos,"Cine, Otras, Audiovisual, Públicos",Música,Sin cargo,,CLP,777600.00,
Convocatoria | Iberorquestas Juveniles: Convocatoria extraordinaria 2025 para integrar gira con la Joven Orquesta Nacional de España (JONDE),Convocatoria | Iberorquestas Juveniles: Convocatoria extraordinaria 2025 para integrar gira con la Joven Orquesta Nacional de España (JONDE),Chile,"June 13, 2025",Consejo de Fomento de la Música Nacional y el Programa de Cooperación Iberoamericana Iberorquestas Juveniles,"La Convocatoria Iberorquestas Juveniles está dirigida a movimientos y sistemas de orquestas juveniles y grupos musicales de niñas, niños, adolescentes y jóvenes. No se menciona un requisito de pago para ser considerado. Se centra en disciplinas musicales como orquestas, coros y bandas, y está abierta para artistas de Iberoamérica.",https://www.iberorquestasjuveniles.org,Convocatoria,Música,Música,Sin cargo,,CLP,,
Fondos | Fondo de financiamiento para la creación y fortalecimiento de redes de gestión en el ecosistema creativo 2025,Fondos | Fondo de financiamiento para la creación y fortalecimiento de redes de gestión en el ecosistema creativo 2025,Chile,"June 16, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","Dirigido a organizaciones y agentes culturales que gestionan redes dentro del ecosistema creativo. Se ofrecen dos modalidades: Creación, enfocada en la gestión organizacional y de alianzas, y Fortalecimiento, orientada a la gestión sustentable y social/territorial. El monto máximo de ayuda por proyecto es de $20.000.000 (veinte millones de pesos). Abierto únicamente a residentes de Chile.",https://www.fondosdecultura.cl/creacion-fortalecimiento-redes-gestion-ecosistema-creativo-2025/,Fondos,"Otras, Gestión Cultural, Economía creativa",Otras,Sin cargo,,CLP,432000.00,
"Fondos | Línea de Apoyo a la difusión de obras, autores e industria editorial – 2do. Semestre 2025","Fondos | Línea de Apoyo a la difusión de obras, autores e industria editorial – 2do. Semestre 2025",Chile,"June 19, 2025","Ministerio de las Culturas, las Artes y el Patrimonio Gobierno de Chile","Otorgar apoyo total o parcial para la difusión, promoción y comercialización de obras de autores nacionales (Chile) en ferias y festivales internacionales del libro en el extranjero por autores, ilustradores, traductores, editores, agentes literarios, libreros, distribuidores, periodistas culturales, bibliotecarios, mediadores de la lectura, entre otros. La convocatoria financiará un máximo de 4 millones de pesos por proyecto para gastos de pasajes terrestres y/o aéreos ida y vuelta desde la ciudad de residencia en Chile o el extranjero; seguros de viaje, alojamiento, alimentación y traslados internos. La oportunidad está abierta para entidades chilenas, personas físicas o juridicas.",https://www.fondosdecultura.cl/linea-de-apoyo-a-la-difusion-de-obras-autores-e-industria-editorial-2do-semestre-2025/,Fondos,"Literatura, Editorial",Literatura,Sin cargo,,CLP,108685.48,
Fondos | Fortalecimiento de proyectos de serie o miniserie,Fondos | Fortalecimiento de proyectos de serie o miniserie,Chile,"June 23, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","Dirigida a proyectos de serie o miniserie en etapa de desarrollo de los géneros ficción, documental y animación, que busquen mejorar su posicionamiento en la industria nacional (Chile) y/o internacional a través de la planificación, diseño y creación de insumos estratégicos en términos de proyección y/o circulación del proyecto en cuestión. El monto máximo por proyecto varía según la modalidad: $15.000.000 CLP para ficción y documental, y $20.000.000 CLP para animación. Es exclusivo para Chile.",https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-serie-o-miniserie/,Fondos,Cine,Cine,Sin cargo,15000000.0,CLP,16500.0,
Fondos | Fortalecimiento de la empresa audiovisual 2025,Fondos | Fortalecimiento de la empresa audiovisual 2025,Chile,"June 23, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile",Dirigida a empresas del sector audiovisual ubicadas tanto en la Región Metropolitana como en otras regiones de Chile. La disciplina es el desarrollo y sostenibilidad empresarial y el desarrollo de una cartera audiovisual. No está abierta a otros países latinoamericanos. El monto máximo por proyecto es de $25.000.000 CLP. Un requisito central es que los gastos se dividan en al menos un 60% para fortalecer la empresa y hasta un 40% para fortalecer el portafolio audiovisual.,https://www.fondosdecultura.cl/fortalecimiento-de-la-empresa-audiovisual-2025/,Fondos,"Cine, Empresa Audiovisual, Productoras",Música,Sin cargo,25000000.0,CLP,324000.00,
Fondos | Fortalecimiento de proyectos de videojuegos,Fondos | Fortalecimiento de proyectos de videojuegos,Chile,"June 23, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","Para proyectos de videojuegos en desarrollo de Chile (o en etapas previas a la finalización), buscando mejorar su posición en la industria. El apoyo cubre actividades clave como el desarrollo de guion, diseño de arte, creación de prototipos, demos, y estrategias de marketing o distribución. No se exige cofinanciamiento, y el monto máximo por proyecto es de $25.000.000. Pueden postular personas jurídicas chilenas de derecho público o privado, con o sin fines de lucro, siempre que sus fines sean pertinentes al proyecto, excluyendo sociedades de hecho y ciertas entidades gubernamentales.",https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-videojuegos/,Fondos,"Otras, Videojuegos",Cine,Sin cargo,200000000.0,CLP,215384.95,
Fondos | Fortalecimiento de proyectos de largometraje 2025,Fondos | Fortalecimiento de proyectos de largometraje 2025,Chile,"June 23, 2025","Ministerio de las Culturas, las Artes y el Patrimonio | Gobierno de Chile","Para proyectos de largometraje en etapa de desarrollo en las disciplinas de ficción, documental y animación, con el fin de mejorar su posicionamiento en la industria nacional e internacional. Se otorga financiamiento total o parcial para actividades estratégicas como asesorías de guion (no escritura inicial), creación de teasers, diseño de presupuestos, planes de marketing, entre otros. El monto máximo por proyecto es de $15.000.000 para ficción y documental, y $20.000.000 para animación, sin exigir cofinanciamiento. Exclusiva para cineastas o películas chilenas.",https://www.fondosdecultura.cl/fortalecimiento-de-proyectos-de-largometraje-2025/,Fondos,Cine,Cine,Sin cargo,15000000.0,CLP,165000.0,
Premio | Concurso de Composición Musical Luis Advis 2025,Premio | Concurso de Composición Musical Luis Advis 2025,Chile,"July 10, 2025","Ministerio de las Culturas, las Artes y el Patrimonio","Certamen que reconoce a compositoras y compositores chilenos en tres géneros: Música Popular, que convoca obras de cumbia; Música Docta, con obras para piano y orquesta; y Música de Raíz Folklórica, que recibirá piezas de música andina. Primer Premio: $6.000.000, Segundo Premio: $4.000.000 y Tercer Premio: $3.000.000  de pesos chilenos). Además, $1.000.000 corresponderá a las obras finalistas en los géneros de música de raíz folklórica y música popular, presentadas en la audición pública y que no resulten beneficiadas con ninguno de los tres premios antes señalados. Las obras finalistas en música docta serán interpretadas por el connotado pianista nacional Luis Alberto Latorre. Pueden postular personas naturales de nacionalidad chilena o extranjera residentes en Chile, mayor de 18 años.",https://www.fondosdecultura.cl/concurso-de-composicion-musical-luis-advis-2025/,Premio,"Música, Composición",Música,Sin cargo,14000000.0,CLP,15076.95,
Premio | Concurso Haz tu Tesis en Cultura 2025,Premio | Concurso Haz tu Tesis en Cultura 2025,Chile,"July 31, 2025","Ministerio de las Culturas, las Artes y el Patrimonio de Chile","Dirigido a personas egresadas de pregrado y posgrado con cédula de identidad chilena. Abarca investigaciones en cultura, artes y patrimonio, otorga $500.000 a tres ganadores de pregrado y $1.000.000 a tres de posgrado, y no está abierto a artistas de Latinoamérica salvo quienes tengan cédula chilena.",https://www.cultura.gob.cl/haztutesis/,Premio,"Otras, Gestión Cultural, Investigación, Patrimonio",Otras,Sin cargo,500000.0,CLP,5500.0,
Premio | 14º Concurso de Ensayos sobre Artes Visuales del CEDOC / CNAC,Premio | 14º Concurso de Ensayos sobre Artes Visuales del CEDOC / CNAC,Chile,"August 14, 2025",Centro de Documentación de las Artes Visuales (CEDOC),"Dirigido a estudiantes, curadores, historiadores y críticos de arte vinculados a las artes visuales. Este año, el concurso propone retomar la temática del año pasado “Espacios de acción: galerías, colecciones e institucionalidad (1960-2024). Segunda versión”. Se seleccionarán hasta cinco trabajos, los que serán publicados, presentados en un evento público y recibirán un premio en efectivo de $1.000.000. La oportunidad está dirigida a personas en Chile, sin indicación de apertura para artistas de Latinoamérica.",https://www.fondosdecultura.cl/convocatoria-14-concurso-de-ensayos-sobre-artes-visuales-del-cedoc-cnac/,Premio,"Visuales, Otras, Curaduría, Investigación",Visuales,Sin cargo,,CLP,4846.16,
Convocatoria | Programa ARTBO Trama 2025,Convocatoria | Programa ARTBO Trama 2025,Colombia,"June 20, 2025",Cámara de Comercio de Bogotá,"Dirigida a artesanos (individuales o colectivos) mayores de edad, nacidos o residentes en Bogotá y/o Cundinamarca, que trabajen con diversas técnicas artesanales. El objetivo principal es fortalecer el sector artesanal a través de dos fases: una primera de formación y acompañamiento técnico para unos 50 artesanos, enfocada en potenciar sus capacidades de producción, diseño, mercadeo y comercialización. En una segunda fase, alrededor de 15 proyectos seleccionados de la fase formativa tendrán la oportunidad de participar con un stand en ARTBO | Feria Internacional de Arte de Bogotá, del 25 al 28 de septiembre de 2025. ",https://forms.gle/KZSCfwL1HREHqCL66,Convocatoria,"Otras, Diseño, Artesanía",Diseño,Sin cargo,,COP,,
Convocatoria | INTERSECCIÓN – Festival Internacional de Cine de A Coruña,Convocatoria | INTERSECCIÓN – Festival Internacional de Cine de A Coruña,España,"June 30, 2025",INTERSECCIÓN – Festival Internacional de Cine de A Coruña,"Dirigido a cineastas de todo el mundo a participar en su 8ª edición, que se celebrará del 26 de septiembre al 4 de octubre de 2025 en A Coruña, España. El festival busca obras de ficción, no ficción y animación que exploren nuevos lenguajes cinematográficos y se sitúen entre el cine, el arte contemporáneo, el arte digital, el videojuego o la realidad virtual. Se aceptan largometrajes, mediometrajes y cortometrajes realizados en 2024 o 2025. La inscripción tiene un costo que varía según la categoría y el plazo, siendo gratuita para las secciones Galicia y Escolas. Se otorgan premios en metálico (hasta 2000€), trofeos y diplomas en categorías como Internacional, Galicia, Escolas, Jurado Joven, Público, NUMAX, MAV (para directoras mujeres) y Contemporánea. ",https://www.interseccion.gal,Convocatoria,"Cine, Audiovisual",Música,Pago,0.0,EUR,0.0,0.0
