Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa
Oportunidad | Les Percussions de Strasbourg: Artistic Director Job,Oportunidad | Les Percussions de Strasbourg: Artistic Director Job,,https://on-the-move.org/news/les-percussions-de-strasbourg-artistic-director-job-france,Francia,"July 6, 2025",Yes,Les Percussions de Strasbourg,,No,"Les Percussions de Strasbourg busca director artístico. Dirigido a  artista (músico, compositor) de talla nacional e internacional, con especial atención a los percusionistas. Se requiere un amplio conocimiento y una visión personal del repertorio musical contemporáneo, así como una sólida integración en redes institucionales y artísticas internacionales. Las personas interesadas deben poseer valores sólidos, capacidad para motivar y liderar un equipo, y fluidez en francés e inglés (se valora el alemán).",,https://www.percussionsdestrasbourg.com/wp-content/uploads/2025/04/Les-Percussions-de-Strasbourg-is-hiring-their-artistic-director-3.pdf,Oportunidad,Música,2025-05-10 22:18:00,,,No,No,,No,,,No,,,Sin cargo,Música,,EUR,,False
Convocatoria | 17.º Concurso Internacional del Salón ARC,Convocatoria | 17.º Concurso Internacional del Salón ARC,,https://www.artrenewal.org/arc-salon-application#/,EEUU,"June 12, 2025",Yes,Art Renewal Center,,No,"Dirigido a artistas de todo el mundo, sin restricciones geográficas. La inscripción tiene un costo: la primera entrada cuesta $93 (e incluye una copia del libro del Salón ARC), mientras que las entradas adicionales tienen tarifas reducidas, y hay un precio especial de $28 para adolescentes de entre 13 y 19 años. Las disciplinas abarcadas incluyen figurativo, retrato, realismo imaginativo, dibujo, paisaje, naturaleza muerta, pintura al aire libre, escultura, animales y una categoría especial para adolescentes. Para participar, las obras deben ser originales, creadas en los últimos tres años, y no se aceptan copias, arte digital ni fotografías; se exige un enfoque representativo, desde lo realista hasta lo imaginativo.",,https://www.artrenewal.org/arc-salon-application#/,Convocatoria,Visuales,2025-05-10 22:22:00,,,No,No,,No,,,No,,,Pago,Visuales,93.0,USD,93.0,False
Beca | JBSF 2025 Grant for Sculpture,Beca | JBSF 2025 Grant for Sculpture,,https://jonathanandbarbarasilverfoundation.org/application/,EEUU,"May 31, 2025",Yes,Fundación Jonathan y Barbara Silver,,No,"Dirigida a escultores, ciudadanos o residentes permanente de los Estados Unidos, o tener una visa O-1. No deberán estar inscritos en programas que otorga títulos universitarios. Los solicitantes deberán presentar una propuesta que consta de una breve descripción del proyecto (hasta 50 palabras), una descripción más extensa (hasta 300 palabras), un CV, una biografía (opcional) y enlaces a su sitio web (si corresponde). La propuesta corresponde a un proyecto (o nueva obra) que finalizará en 2026. El proyecto propuesto no debe tener como objetivo la promoción, documentación o conservación de trabajos existentes.     ",,https://jonathanandbarbarasilverfoundation.org/application/,Beca,"Visuales, Escultura",2025-05-10 22:24:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,USD,,False
Residencia | Wassaic Project 2026 Residency Program,Residencia | Wassaic Project 2026 Residency Program,,https://www.wassaicproject.org/residency/summer-residency,EEUU,"June 2, 2025",Yes,Wassaic Project,,No,"Dirigido a artistas visuales, escritores, músicos, cineastas y bailarines de cualquier nacionalidad, incluyendo artistas de Latinoamérica. La Residencia | Wassaic Project 2026 Residency Program requiere un pago según escala variable ($0–900). Disciplinas involucradas: artes visuales, literatura, música, cine y danza.",,https://www.wassaicproject.org/apply,Residencia,Multidisciplinar,2025-05-10 22:28:00,,,No,No,,No,,,No,,,Pago,Otras,0.0,USD,0.0,False
Beca | Beca de investigación en danza: Bill T. Jones 2025-26,Beca | Beca de investigación en danza: Bill T. Jones 2025-26,,https://www.artconnect.com/opportunity/p58M9Mb8eWI8rcmg7UOFI,EEUU,"May 15, 2025",Yes,Biblioteca Pública de Nueva York,,No,"Dirigida a académicos y profesionales de la danza interesados en explorar el legado y la obra de Bill T. Jones, a través de los archivos de la Bill T. Jones/Arnie Zane Dance Company conservados en la División de Danza Jerome Robbins. Para postular, se requiere una solicitud completa con carta de recomendación, formulario, propuesta de proyecto y CV abreviado (máximo 5 páginas), detallando el enfoque del trabajo y los materiales específicos del archivo a consultar. La beca otorga $10,000 y brinda acompañamiento profesional, así como la oportunidad de presentar los resultados en un simposio público.",,https://www.nypl.org/about/fellowships-institutes/lpa-dance-research-fellowship,Beca,"Escénicas, Danza, Investigación",2025-05-10 22:35:00,,,No,No,,No,,https://www.nypl.org/about/fellowships-institutes/lpa-dance-research-fellowship,No,,,Sin cargo,Escénicas,10000.0,USD,10000.0,True
Residencia | The Studios of Key West: Artist Residencies 2025-2026,Residencia | The Studios of Key West: Artist Residencies 2025-2026,,https://www.artconnect.com/opportunity/LULom5z5db07csaQjOh2y,EEUU,"May 15, 2025",Yes,The Studios of Key West,,No,"Programa de residencias para a artistas visuales, escritores, compositores, músicos, artistas multimedia, intérpretes y artistas interdisciplinarios de todo el mundo. Se aceptan solicitudes para residencias que se realizarán entre octubre de 2025 y agosto de 2026. La cuota de solicitud es de $45 y se destina al programa. La residencia es gratuita una vez que el artista es aceptado en el programa. Sin embargo, los artistas son responsables de su viaje a Key West, así como de sus gastos de manutención y otros gastos imprevistos.",,https://tskw.org/pear-program/,Residencia,Multidisciplinar,2025-05-10 22:35:00,,,No,No,,No,,https://tskw.org/pear-program/,No,,,Pago,Otras,45.0,USD,45.0,False
Convocatoria | Exposición Colectiva Wit Power. Climate Protection Instead Of Fake News,Convocatoria | Exposición Colectiva Wit Power. Climate Protection Instead Of Fake News,,https://www.artconnect.com/opportunity/tScfh9qzFDBGpZwbAHAXT,Alemania,"May 16, 2025",Yes,Grupo Global 3000 eV,,No,"Se invita a artistas a presentar contribuciones para una exposición colectiva en Berlín sobre el tema Fake News. Disciplinas : objeto, escultura, instalación, fotografía, pintura, dibujo, grabado, vídeo con créditos, posibilidad de sonido. Se valora una contribución performativa, como una performance, VJ o similar, para el vernissage, la charla artística o el finissage. La exposición se realizará del 04.07 al 15.08.2025.",,https://gg3.eu/en/fake-news-talking-down-the-energy-transition-with-fear-and-misinformation/,Convocatoria,Visuales,2025-05-10 22:35:00,,,No,No,,No,,https://gg3.eu/en/fake-news-talking-down-the-energy-transition-with-fear-and-misinformation/,No,,,Sin cargo,Visuales,,EUR,,False
Convocatoria | Descanso Gardens Curatorial Proposals,Convocatoria | Descanso Gardens Curatorial Proposals,,https://www.artconnect.com/opportunity/TG9nQzvu2a-6XwVXXzcXz,EEUU,"May 16, 2025",Yes,Descanso Gardens,,No,"Dirigida a curadores, artistas, colectivos, productores culturales y pensadores de todo tipo a presentar propuestas preliminares para exposiciones y programas. Tema: Propuestas inspiradas en un estudio minucioso de la historia, las políticas, la cultura, la ciencia y el arte del agua. No se menciona si esta abierto para latinoamericanos. ",,https://www.descansogardens.org/visit/call-for-proposals/,Convocatoria,"Visuales, Otras, Curaduría, Gestión Cultural",2025-05-10 22:36:00,,,No,No,,No,,https://www.descansogardens.org/visit/call-for-proposals/,No,,,Sin cargo,Visuales,,USD,,False
Convocatoria | Exposición ACWF Small Works 2025,Convocatoria | Exposición ACWF Small Works 2025,,https://www.artconnect.com/opportunity/WXsKT1a5IcaybuimQUesk,EEUU,"May 16, 2025",Yes,The Arts Council Wichita Falls,,No,"Se seleccionarán 100 obras para la exposición que se realizará en la galería West End del 1 de agosto al 4 de octubre de 2025. Las obras deben ser montables en pared y no superar los 13 x 18 cm (5” x 7”). Se aceptarán todas las técnicas: pintura, dibujo, grabado, arte digital, fotografía, medios mixtos y escultura de pared. Cuota de inscripción: 25 USD (hasta 3 obras). Además los artistas deben encargarse del envío y devolución de sus obras, incluyendo una etiqueta de retorno prepaga. Premios: $500 para el primer lugar, $250 para el segundo y $100 para el tercero.",,https://artist.callforentry.org/festivals_unique_info.php?ID=15093,Convocatoria,"Visuales, Miniaturas",2025-05-10 22:36:00,,,No,No,,No,,https://www.artscouncilwf.org/,No,,,Pago,Visuales,500.0,USD,500.0,True
Convocatoria | Encontros da Imagem Portfolio Reviews 2025,Convocatoria | Encontros da Imagem Portfolio Reviews 2025,,https://www.artconnect.com/opportunity/3jpbCXw2FjF5QxJst8h0L,Portugal,"May 18, 2025",Yes,Encontros da Imagem - Festival Internacional de Fotografía y Artes Visuales,,No,"Abierta a cualquier persona que utilice la fotografía como herramienta de expresión, independientemente de su género o nacionalidad, y que sea mayor de 18 años.  Sin tema, son elegibles todos los proyectos basados en lentes y se pueden enviar imágenes con IA, siempre que se indique. El ganador recibirá 3.000 €, una exposición individual en la edición 2026 del festival y su proyecto será publicado en la revista KATALOG. Requiere pago de inscrpción de 30 € por envío, hasta 3 envíos por persona. Si se selecciona para las Revisiones, se aplicará una cuota de inscripción adicional de 80 €.",,https://site.picter.com/ei-portfolio-reviews-2025,Convocatoria,"Visuales, Fotografía",2025-05-10 22:36:00,,,No,No,,No,,https://site.picter.com/ei-portfolio-reviews-2025,No,,,Pago,Visuales,3000.0,EUR,3240.0,True
Fondos | Mecenazgo 2025,Fondos | Mecenazgo 2025,,https://buenosaires.gob.ar/cultura/impulso-cultural/mecenazgo,Argentina,"June 10, 2025",Yes,Ministerio de Cultura de la Ciudad de Buenos Aires,,No,"Pueden presentarse personas humanas y personas jurídicas sin fines de lucro, tales como asociaciones civiles, fundaciones, organizaciones no gubernamentales, cuyo domicilio legal esté en en la Ciudad Autónoma de Buenos Aires o, que, el proyecto se desarrollarse sin excepción dentro de la Ciudad. Se puede presentar cualquier proyecto de investigación, capacitación, difusión, creación y producción que estén encuadrados en alguna de las 14 disciplinas artísticas/culturales: Danza; Artes visuales; Artes audiovisuales y arte digital; Teatro; Circo, mímica y afines; Literatura; Artesanías y arte popular; Diseño; Música popular; Música académica; Patrimonio Cultural; Publicaciones, radio, televisión y sitios de internet con contenido artístico y cultural; Infraestructura; Nuevas Tecnologías. 
Monto máximo para personas humanas: $22.000.000. Monto máximo para personas jurídicas: $55.000.000. En ambos casos, el Consejo de Participación Cultural puede aprobar un monto inferior al solicitado. Fondo exclusivo para la Ciudad de Buenos Aires.",,https://buenosaires.gob.ar/cultura/impulso-cultural/mecenazgo,Fondos,Multidisciplinar,2025-05-14 10:01:00,,,No,No,,No,,,No,,,Sin cargo,Otras,22000000.0,ARS,24200.0,True
Beca | Becas de circulación Ciclo Danza de Día 2025,Beca | Becas de circulación Ciclo Danza de Día 2025,Destacar,https://fundacionwilliams.org.ar/becas-de-circulacion-ciclo-danza-de-dia-2025/,Argentina,"June 2, 2025",Yes,Fundación Williams,,No,"Dirigida a artistas o grupos de artistas argentinos o con residencia permanente en el país que deseen reponer obras ya estrenadas de danza contemporánea, danza performance o performance. Se otorgarán dos becas; cada proyecto seleccionado recibirá hasta $ 3.000.000 para formar parte del ciclo que se desarrollará entre 25 de junio y el 19 de julio de 2025, con funciones gratuitas y diurnas, en el espacio Azotea.ARS en la Ciudad de Buenos Aires. Las propuestas seleccionadas deben estar disponibles para realizar dos funciones, sin excepción, durante las fechas del ciclo.",,https://fundacionwilliams.org.ar/becas-de-circulacion-ciclo-danza-de-dia-2025/,Beca,"Escénicas, Danza, Performance",2025-05-16 20:16:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,3000000.0,ARS,3300.0,True
Convocatoria | STIFF: Call for Works for Exhibition on the Theme ‘Mark’,Convocatoria | STIFF: Call for Works for Exhibition on the Theme ‘Mark’,,https://on-the-move.org/news/stiff-call-works-exhibition-theme-mark-croatia,Croacia,"June 30, 2025",Yes,STIFF (Student International Film Festival),,No,"Abierta para obras de arte que aborden el tema de la “marca”, creadas en diversos medios: audiovisuales, performances, trabajos participativos, trabajos digitales, fotografías, instalaciones, objetos interactivos y obras textuales que puedan interpretarse en una galería o espacio público. Dirigido a artistas, independientemente de su edad o educación formal, a postularse para participar en la exhibición en el marco del festival STIFF 2025 que se llevará a cabo del 27 al 29 de noviembre de 2025 en Rijeka, Croacia. El festival, como organizador, cubre los gastos de viaje , alojamiento y comida de un número seleccionado de artistas que pasan el proceso de selección.",,https://docs.google.com/forms/d/e/1FAIpQLSfypoWCAGF7lkJpR0xefmrxW6ptqwuqYlwmayjK3J4C3YBkYA/viewform,Convocatoria,,2025-05-17 22:19:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,,,False
Premio | Art and Environment Prize Residency and Exhibition,Premio | Art and Environment Prize Residency and Exhibition,,https://on-the-move.org/news/lee-ufan-arles-maison-guerlain-art-and-environment-prize-residency-and-exhibition-france,Francia,"July 30, 2025",Yes,Lee Ufan Arles / Maison Guerlain,,No,Dirigido a artistas de todo el mundo con al menos una exposición individual y participación en exposiciones colectivas; no requiere pago para postularse. Disciplinas: todas las disciplinas artísticas vinculadas al arte y el medio ambiente. Incluye una beca de 2.000 EUR mensuales durante la residencia y un pago adicional de 2.000 EUR por exhibición; abierta a artistas de Latinoamérica.,,https://en.leeufan-arles.org/evenements/art-environment-prize,Premio,Visuales,2025-05-17 22:20:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,2000.0,EUR,2160.0,True
Residencia | S+T+ARTS Aqua Motion Residency 2025 ,Residencia | S+T+ARTS Aqua Motion Residency 2025,Destacar,https://on-the-move.org/news/starts-aqua-motion-residency-2025-portugal-italy-netherlands-austria,Múltiples Países,"June 13, 2025",Yes,STARTS - Comisión Europea,,No,"Dirigida a artistas de todas las disciplinas interesados en participar en una residencia interdisciplinaria sobre el futuro del agua en Europa. Se seleccionarán 25 artistas para una residencia de 9 meses, seguida de un programa de escalamiento de 4 meses, en Portugal, Italia, Países Bajos y Austria. Los artistas deberán pasar al menos 5 semanas en el sitio de residencia, participar en un evento inicial en las Azores (1–2 de octubre de 2025) y en muestras/exposiciones locales y un evento en Bélgica. Cada residencia cuenta con un presupuesto de 40.000 EUR, acceso a infraestructura especializada, mentorías personalizadas y oportunidades de visibilidad internacional (Ars Electronica, Bienal de Venecia, entre otros). Se requiere la producción de un resultado artístico tangible e innovador enfocado en los retos regionales del manejo del agua. Abierto a artistas de todo el mundo, incluyendo América Latina. ",,http://starts.eu/opportunities/starts-aqua-motion-open-call-for-artistic-residencies/,Residencia,"Visuales, Ciencia, Tecnología",2025-05-17 22:20:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,40000.0,EUR,43200.0,True
"Premio | I Certamen ""José Luis Cabañas"" de Humor Gráfico Ilustrado","Premio | I Certamen ""José Luis Cabañas"" de Humor Gráfico Ilustrado",,https://www.tomelloso.es/actualidad/certamen-jose-luis-cabanas-de-humor-grafico-ilustrado,España,"June 13, 2025",Yes,Ayuntamiento de Tomelloso,,No,El Certamen está dirigido a artistas gráficos. Podrá participar cualquier persona mayor de 18 años con hasta un máximo de dos obras. La temática será libre. La disciplina artística es el humor gráfico ilustrado. No se especifica si está abierto a artistas latinoamericanos. Se establecen dos premios: 1er premio de 2.000 €; 2º premio de 1.000 €.,,https://www.tomelloso.es/actualidad/certamen-jose-luis-cabanas-de-humor-grafico-ilustrado,Premio,"Visuales, Ilustración, Dibujo, Humor Gráfico",2025-05-17 22:22:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,2000.0,EUR,2160.0,True
Convocatoria | Exposición Colectiva en Amsterdam,Convocatoria | Exposición Colectiva en Amsterdam,,https://www.theholyart.com/amsterdam-open-art,Reino Unido,"June 28, 2025",Yes,The Holy Art Gallery,,No,"Dirigida a artistas de todo el mundo a presentar sus obras para una próxima exposición en Ámsterdam, Países Bajos, que se realizará del 4 al 7 de julio de 2025. El tema es abierto y se aceptan obras de cualquier disciplina, incluyendo pintura, fotografía, videoarte, escultura, poesía, etc. La inscripción es gratuita, pero existen cuotas de participación si la obra es seleccionada para exhibición digital: £100 por una obra, £180 por dos y £245 por tres.",,https://www.theholyart.com/amsterdam-open-art,Convocatoria,Visuales,2025-05-17 22:25:00,,,No,No,,No,,,No,,,Pago,Visuales,100.0,GBP,125.0,False
Convocatoria | Convocatoria Artes Visuales 2026 Puerto Montt,Convocatoria | Convocatoria Artes Visuales 2026 Puerto Montt,,https://convocatorias.culturapuertomontt.cl/site/cartelera,Chile,"July 31, 2025",Yes,Corporación Cultural de Puerto Montt (CCPM),,No,"Dirigido a artistas; curadores; galerías; museos; instituciones; agrupaciones culturales; y gestores locales, regionales, nacionales e internacionales, a participar del proceso de selección de proyectos expositivos individuales y/o colectivos que se exhibirán en las salas Mexicana, Multiuso, Pinacoteca y Hardy Wistuba de la Casa del Arte Diego Rivera en 2026. No se estipula monto de dinero para artistas seleccionados, pero se indica que cada seleccionado del proceso recibirá una retribución económica por derechos de exhibición.",,https://convocatorias.culturapuertomontt.cl/proceso/preview?id=68,Convocatoria,Visuales,2025-05-17 22:29:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,CLP,,False
Convocatoria | Prix Photoforum 2025,Convocatoria | Prix Photoforum 2025,,https://www.photoforumpasquart.ch/en/open-call-2025/,Suiza,"July 6, 2025",Yes,Photoforum,,No,"Dirigido a fotógrafos y artistas visuales. Requiere pago de inscripción (CHF 65, o CHF 35 para estudiantes); la disciplina es la fotografía. Está abierto internacionalmente, por lo que pueden postular artistas de Latinoamérica. El Prix Photoforum, dotado con 5000 CHF, se entregará a una obra destacada en la inauguración de la exposición. La exposición colectiva se desarrollará del 
13/12/25 a febrero 2026 en Photoforum Pasquart, Biel/Bienne.",,https://www.photoforumpasquart.ch/en/open-call-2025/,Convocatoria,"Visuales, Fotografía",2025-05-17 22:29:00,,,No,No,,No,,,No,,,Pago,Visuales,,,,False
Convocatoria | Exposiciones 2025/26 Programa Gifts of Art Michigan Medicine,Convocatoria | Exposiciones 2025/26 Programa Gifts of Art Michigan Medicine,,https://michiganmedicinegiftsofart.submittable.com/submit?utm_content=86810571&utm_medium=social&utm_source=twitter&hss_channel=tw-50286440,EEUU,"June 30, 2025",Yes,Centro de Medicina de Michigan - Universidad de Michigan,,No,"Dirigido a artistas individuales y colectivos de todo el mundo, sin requisito de pago para participar. Disciplinas: artes visuales (pintura, escultura, cerámica, collage, joyería, arte en vidrio y medios mixtos). Abierto a artistas de Latinoamérica.",,https://www.michiganmedicine.org/community/arts-health/programs-services/art-exhibits,Convocatoria,Visuales,2025-05-17 22:32:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,USD,,False
"Beca | The Zsuzsi Roboz Scholarship at Morley College, London","Beca | The Zsuzsi Roboz Scholarship at Morley College, London",,https://www.artrabbit.com/artist-opportunities/2025/july/the-zsuzsi-roboz-scholarship-at-morley-college,Reino Unido,"July 5, 2025",Yes,Morley College London,,No,"Dirigida a artistas figurativos mayores de 19 años con trayectoria y necesidad de apoyo, que trabajen principalmente en medios bidimensionales o tridimensionales; no requiere pago para postular. La beca ofrece un año de estudios a tiempo parcial y mentoría en Morley College, Londres, sin estipendio económico directo. Está abierta a artistas internacionales, incluyendo latinoamericanos.",,https://www.morleycollege.ac.uk/zsuzsi-roboz-art-scholarship-25-26/,Beca,"Visuales, Figurativo",2025-05-17 22:45:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,GBP,,False
Convocatoria | Singularity Propuestas para Exposición 2026,Convocatoria | Singularity Propuestas para Exposición 2026,,https://www.artrabbit.com/artist-opportunities/2025/july/singularity-exhibition-open-call, EEUU,"July 4, 2025",Yes,"Michigan State University Museum, East Lansing, Michigan,",,No,"Dirigido a artistas, grupos o estudiantes de cualquier país y disciplina, incluyendo arte, ciencia, música y tecnología; no requiere pago para participar. Se aceptan proyectos interdisciplinarios vinculados al impacto de la inteligencia artificial y los seleccionados reciben hasta $3,000 USD para producción. Está abierta a artistas de Latinoamérica.",,https://museum.msu.edu/explore/colab-studio/singularity-open-call/,Convocatoria,"Visuales, Música, Interdisciplinaria, Tecnología",2025-05-17 22:47:00,,,No,No,,No,,,No,,,Sin cargo,Música,3000.0,USD,3000.0,True
Residencia | Residencies for 2025 in Rural Tuscany,Residencia | Residencies for 2025 in Rural Tuscany,,https://studiopanicale.com/,Italia,"June 6, 2025",Yes,Studio Panicale,,No,"Studio Panicale es una residencia artística en Toscana, Italia, dirigida a artistas, escritores, escultores y ceramistas que buscan desarrollar su arte. Requiere un pago para alojamiento, con costos adicionales para parejas y familias. Está abierta a artistas internacionales, aunque no se especifica explícitamente si incluye latinoamericanos.",,https://studiopanicale.com/,Residencia,"Literatura, Visuales",2025-05-19 09:50:00,,,No,No,,No,,,No,,,Pago,Visuales,,EUR,,False
"Rescidencia | BRASHNAR Artist/Writer-in-Residence for July, August or September 2025","Rescidencia | BRASHNAR Artist/Writer-in-Residence for July, August or September 2025",,http://www.brashnarcreativeproject.org,Macedonia,"June 6, 2025",Yes,Brashnar Creative Project,,No,"Una residencia artística dirigida a artistas visuales y escritores emergentes, de media carrera y establecidos con título universitario o experiencia equivalente. No se menciona pago para aplicar, pero la residencia tiene costo. Las disciplinas incluyen dibujo, pintura, grabado, fotografía, escultura, performance, arte digital, literatura y prácticas socialmente comprometidas. Está abierta a artistas internacionales, lo que incluye a latinoamericanos, con convocatoria actual para las sesiones de julio, agosto y septiembre de 2025 hasta el 6 de junio.",,http://www.brashnarcreativeproject.org,Residencia,"Literatura, Visuales",2025-05-19 09:51:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,,,False
Residencia | On-line Residency GlogauAIR,Residencia | On-line Residency GlogauAIR,,https://glogauair.net/apply/on-line-application/,Alemania,"June 18, 2025",Yes,GlogauAIR Berlin,,No,"Programa de residencia artística en línea diseñado para artistas que no pueden viajar, brindando flexibilidad para que continúen trabajando en su entorno mientras disfrutan de intercambio internacional y apoyo profesional. Con un costo de 900 € (pagadero en tres cuotas), el programa incluye apoyo curatorial semanal individualizado, reuniones grupales, charlas de expertos y talleres (ej., marketing artístico y creación de portafolios). Además, los residentes tendrán la oportunidad de interactuar con profesionales del arte de Berlín, se les creará un catálogo con una página dedicada, podrán participar en un Instagram Takeover para promocionar su trabajo y exponer en Estudios Abiertos Virtuales, lo que amplía sus oportunidades de networking global. El horario se adaptará a la disponibilidad y zona horaria del artista.",,https://glogauair.net/residency/#online,Residencia,"Visuales, Arte Contemporáneo, Arte Sonoro, Otras",2025-05-19 09:53:00,,,No,No,,No,,,No,,,Pago,Visuales,900.0,EUR,972.0000000000001,True
Residencia | PADA Research Residency Autumn/Winter 2025/26,Residencia | PADA Research Residency Autumn/Winter 2025/26,,https://www.padastudios.com/research-residency,Portugal,"June 22, 2025",Yes,PADA Studios,,No,"La residendencia está dirigida a artistas visuales internacionales, requiere un pago de €550 por un mes o €1000 por dos meses, incluye disciplinas de artes visuales y acepta postulaciones de artistas de Latinoamérica. ",,https://www.padastudios.com/research-residency,Residencia,Visuales,2025-05-19 09:53:00,,,No,No,,No,,,No,,,Pago,Visuales,550.0,EUR,594.0,True
Residencia | Indigenous Fashion Runway Residency 2025,Residencia | Indigenous Fashion Runway Residency 2025,,https://bit.ly/43QBs43,Canadá,"June 25, 2025",Yes,Banff Centre,,No,"Dirigido a diseñadores de moda indígenas (mayores de 18 años, de cualquier nacionalidad, incluyendo latinoamericanos) a desarrollar sus portafolios y exhibir sus colecciones en un entorno profesional. Esta oportunidad está dirigida a creadores de moda, diseñadores y empresas de diseño indígenas con una línea de diseño ya existente o casi terminada. Se ofrece mentoría, talleres de producción (iluminación, sonido, etc.), sesiones sobre la industria de la moda y acceso a instalaciones de primer nivel, permitiendo la colaboración con hasta dos diseñadores adicionales. Los seleccionados serán responsables de obtener su visa de visitante para Canadá.",,https://www.banffcentre.ca/programs/indigenous-arts/indigenous-fashion-runway-residency-2025,Residencia,"Diseño, Moda, Textil",2025-05-19 09:53:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,CAD,,False
Residencia | Studio and Room Program – A creative stay at Taattinen Farm,Residencia | Studio and Room Program – A creative stay at Taattinen Farm,,https://www.taattistentila.fi/studioroom-program,Finlandia,"June 30, 2025",Yes,Taattinen Farm,,No,"Dirigido a artistas y diseñadores profesionales; requiere pago de 370 € por semana para alojamiento y uso del estudio. Disciplinas: artes visuales y cerámica. No hay mención de restricciones geográficas, por lo que está abierto a artistas de Latinoamérica.",,https://www.taattistentila.fi/studioroom-program,Residencia,"Visuales, Diseño, Cerámica",2025-05-19 09:55:00,,,No,No,,No,,,No,,,Pago,Diseño,370.0,EUR,399.6,False
Residencia | SensoryScapes Performance Art Residency,Residencia | SensoryScapes Performance Art Residency,,https://studio88artistresidency.com/2025/04/15/call-for-applications-sensoryscapes-performance-art-residency/,Tailandia,"June 30, 2025",Yes,Studio 88 Artist Residency - Base Box Theatre de Chiang Mai,,No,"Dirigido a profesionales del espectáculo y artistas de diversas disciplinas (dirección, movimiento, música, artes visuales, narrativa, tecnología, etc.) interesados en la experimentación y el intercambio creativo. La residencia se desarrollará del 1 de noviembre al 12 de diciembre de 2025 (con una duración flexible de 3 a 6 semanas) y ofrece tiempo, espacio, alojamiento privado, estudio, equipos básicos y asistencia para desarrollar proyectos existentes, crear nuevas obras o colaborar con artistas locales. No hay costo de postulación, pero se aplicará una tarifa de residencia solo si el artista es aceptado. La residencia culminará con eventos públicos, incluyendo performances y exposiciones.",,https://studio88artistresidency.com/2025/04/15/call-for-applications-sensoryscapes-performance-art-residency/,Residencia,Escénicas,2025-05-19 09:55:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,,,False
Residencia | Peripeteia Artist Residency,Residencia | Peripeteia Artist Residency,,https://www.nostates.fi/en/residency/,Finlandia,"June 30, 2025",Yes,Cooperativa Nostates,,No,"La residencia está ubicada en el histórico distrito de Törnävä en Seinäjoki, Finlandia Occidental, y está abierta a artistas profesionales de todo el mundo de diversas disciplinas, como pintura, diseño, escultura, escritura o investigación. Ofrece un ambiente inspirador, alojamiento asequible y espacio de trabajo para estancias de uno a tres meses entre junio de 2025 y abril de 2026. La selección se basa en el plan de trabajo y fotografías de obras.",,https://www.nostates.fi/en/residency/,Residencia,"Visuales, Diseño, Literatura",2025-05-19 09:55:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,,,False
Residencia | PAR Art Residency Program in Buenos Aires,Residencia | PAR Art Residency Program in Buenos Aires,,https://www.instagram.com/par.residence/,Argentina,,Yes,PAR | Art Residency Program in Buenos Aires,,No,"Dirigidas a artistas de cualquier nacionalidad y edad interesados en experimentar con las artes performáticas, abarcando disciplinas como artes visuales, danza, artes escénicas y literatura. La aplicación se realiza virtualmente durante todo el año para residencias de 4, 8 o 12 semanas entre febrero y noviembre. Los participantes son responsables de su documentación para ingresar a Argentina, seguro médico y gastos personales.",,https://www.instagram.com/par.residence/,Residencia,"Visuales, Escénicas, Literatura",2025-05-19 09:55:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,,ARS,,False
Residencia | Banff Musicians in Residence Winter 2026,Residencia | Banff Musicians in Residence Winter 2026,,https://bit.ly/4hBJYHn,Canadá,"July 9, 2025",Yes,Banff Centre,,No,"Dirigido a músicos de todas las edades (mayores de 18 años), orígenes, identidades y expresiones de género. El programa ofrece a músicos de todos los géneros un espacio y tiempo dedicado para su desarrollo artístico, permitiéndoles trabajar en proyectos individuales o grupales/de ensamble. Se realizará enero de 2026. Sí, hay una cuota de inscripción no reembolsable: $65 CAD para individuos o grupos, y $35 CAD para solicitantes que se identifiquen como indígenas.",,https://www.banffcentre.ca/music,Residencia,Música,2025-05-19 09:56:00,,,No,No,,No,,,No,,,Pago,Música,65.0,CAD,48.1,False
